codigoestacion,codigosensor,fechaobservacion,valorobservado,nombreestacion,departamento,municipio,zonahidrografica,latitud,longitud,descripcionsensor,unidadmedida
1111500036,0240,2020-03-11T00:30:00.000,0,ABRIAQUI - AUT,ANTIOQUIA,ABRIAQUÍ,ATRATO - DARIÉN,6.6363,-76.070733333,Precipitacion,mm
0025025000,0240,2020-03-11T09:30:00.000,0,EL DIFICIL - AUT,MAGDALENA,ARIGUANÍ (EL DIFICIL),CESAR,9.911972222,-74.08580556,Precipitacion,mm
0026145506,0240,2020-03-11T06:35:00.000,0,FILO BONITO  - AUT,CALDAS,BELALCAZAR,CAUCA,4.986358333,-75.84574722,Precipitacion,mm
0037027010,0240,2020-03-11T09:10:00.000,0,PEÑA DE LOS MICOS - AUT,NORTE DE SANTANDER,TOLEDO,ARAUCA,7.196972222,-72.42477778,Precipitacion,mm
0026237040,0240,2020-03-11T11:00:00.000,0,PTO VALDIVIA,ANTIOQUIA,VALDIVIA,CAUCA,7.287,-75.396,Precipitacion,mm
0026125300,0240,2020-03-11T11:30:00.000,0,CALARCA - AUT,QUINDÍO,CALARCÁ,CAUCA,4.528305556,-75.59638889,Precipitacion,mm
0021097070,0240,2020-03-11T15:20:00.000,0,PTE SANTANDER - TX GPRS,HUILA,NEIVA,ALTO MAGDALENA,2.943,-75.309,Precipitacion,mm
0026115090,0240,2020-03-11T00:50:00.000,0,LAS BRISAS - AUT,VALLE DEL CAUCA,ANSERMANUEVO,SAN JUÁN,4.775583333,-76.14427778,Precipitacion,mm
0026237040,0240,2020-03-11T00:20:00.000,0,PTO VALDIVIA,ANTIOQUIA,VALDIVIA,CAUCA,7.287,-75.396,Precipitacion,mm
0053115501,0240,2020-03-11T16:40:00.000,0,DAGUA  - AUT,VALLE DEL CAUCA,DAGUA,TAPAJE - DAGUA - DIRECTOS,3.610441667,-76.63785833,Precipitacion,mm
0021205502,0240,2020-03-11T03:40:00.000,0.3,MISIONES  - AUT,CUNDINAMARCA,EL COLEGIO,ALTO MAGDALENA,4.544997222,-74.44055556,Precipitacion,mm
0035215020,0240,2020-03-11T14:20:00.000,0,APTO YOPAL,CASANARE,YOPAL,META,5.32,-72.388,Precipitacion,mm
0037057020,0240,2020-03-11T09:30:00.000,0,ALCARAVAN  AUT,ARAUCA,ARAUQUITA,ARAUCA,7.035,-71.41638889,Precipitacion,mm
0035215030,0240,2020-03-11T12:50:00.000,0,PERENCO: PISBA,BOYACÁ,PISVA,META,5.721,-72.488,Precipitacion,mm
0044017120,0240,2020-03-11T16:20:00.000,0,PIEDRA LISA II  - AUT,PUTUMAYO,MOCOA,CAQUETÁ,1.213611111,-76.66102778,Precipitacion,mm
0026207080,0240,2020-03-11T19:00:00.000,0,BOLOMBOLO - AUT,ANTIOQUIA,VENECIA,CAUCA,5.965944444,-75.84147222,Precipitacion,mm
0052055170,0240,2020-03-11T19:40:00.000,0,LA JOSEFINA - AUT,NARIÑO,CONTADERO,PATÍA,0.930305556,-77.49119444,Precipitacion,mm
0026095320,0240,2020-03-11T02:50:00.000,0,EL VINCULO - AUT,VALLE DEL CAUCA,BUGA,CAUCA,3.834805556,-76.30000556,Precipitacion,mm
0023065501,0240,2020-03-11T12:10:00.000,0,PACHO  - AUT,CUNDINAMARCA,PACHO,MEDIO MAGDALENA,5.129127778,-74.15769722,Precipitacion,mm
2633700150,0240,2020-03-11T10:10:00.000,0,GUAYABAL - AUT,VALLE DEL CAUCA,BUGA,CAUCA,3.894569444,-76.347022222,Precipitacion,mm
0021205940,0240,2020-03-11T01:50:00.000,0,VILLA INES  - AUT,CUNDINAMARCA,FACATATIVÁ,ALTO MAGDALENA,4.834972222,-74.38397222,Precipitacion,mm
0026187040,0240,2020-03-11T10:20:00.000,0,QUITASUENO  - AUT,CALDAS,AGUADAS,CAUCA,5.721138889,-75.55258333,Precipitacion,mm
2604500134,0240,2020-03-11T09:00:00.000,0,TORIBIO ALERTAS   TORIBIO - AUT,CAUCA,TORIBÍO,CAUCA,2.952388889,-76.262083333,Precipitacion,mm
0021055070,0240,2020-03-11T14:30:00.000,0,INZA - AUT,CAUCA,INZÁ,ALTO MAGDALENA,2.548194444,-76.06394444,Precipitacion,mm
0024035360,0240,2020-03-11T05:30:00.000,0,SOCHA - AUT,BOYACÁ,SOCHA,SOGAMOSO,5.985416667,-72.99702778,Precipitacion,mm
0035035110,0240,2020-03-11T00:50:00.000,0,SALINAS DE UPIN  - AUT,META,RESTREPO,META,4.273861111,-73.58686111,Precipitacion,mm
0036015501,0240,2020-03-11T03:35:00.000,0,TAMARA  - AUT,CASANARE,TÁMARA,CASANARE,5.872219444,-72.11944167,Precipitacion,mm
0026180250,0240,2020-03-11T21:20:00.000,0,VALLE ALTO  - AUT,CALDAS,SALAMINA,CAUCA,5.35,-75.31777778,Precipitacion,mm
0052025090,0240,2020-03-11T17:40:00.000,0,LA SIERRA - AUT,CAUCA,LA SIERRA,PATÍA,2.193833333,-76.75033333,Precipitacion,mm
1501700160,0240,2020-03-11T02:10:00.000,0,RIO MANZANARES ALERTAS - AUT,MAGDALENA,SANTA MARTA,CARIBE - GUAJIRA,11.187080556,-74.096905556,Precipitacion,mm
0022077050,0240,2020-03-11T14:40:00.000,0,PIJAITO  - AUT,TOLIMA,ROVIRA,SALDAÑA,4.150388889,-75.306,Precipitacion,mm
0021255501,0240,2020-03-11T22:40:00.000,2,LA TRINIDAD  - AUT,TOLIMA,LÍBANO,ALTO MAGDALENA,4.895,-75.04,Precipitacion,mm
0015035020,0240,2020-03-11T17:40:00.000,0,TERMOGUAJIRA  - AUT,LA GUAJIRA,DIBULLA,CARIBE - GUAJIRA,11.2525,-73.41138889,Precipitacion,mm
0021137030,0240,2020-03-11T08:30:00.000,0,PUENTE CARRETERA  - AUT,HUILA,AIPE,ALTO MAGDALENA,3.263416667,-75.25097222,Precipitacion,mm
2805500075,0240,2020-03-11T15:50:00.000,0,CURUMANÍ - AUT,CESAR,CURUMANÍ,CESAR,9.238138889,-73.512916667,Precipitacion,mm
0021197080,0240,2020-03-11T09:20:00.000,0,BONANZA LA HACIENDA  - AUT,CUNDINAMARCA,SILVANIA,ALTO MAGDALENA,4.400027778,-74.36358333,Precipitacion,mm
0021215180,0240,2020-03-11T04:10:00.000,0,BATALLON ROOKE  - AUT,TOLIMA,IBAGUÉ,ALTO MAGDALENA,4.418388889,-75.24866667,Precipitacion,mm
0035025080,0240,2020-03-11T00:10:00.000,0,PNN CHINGAZA - AUT,CUNDINAMARCA,LA CALERA,META,4.661,-73.82733333,Precipitacion,mm
0022045502,0240,2020-03-11T19:25:00.000,0,EL RUBY  - AUT,TOLIMA,PLANADAS,SALDAÑA,3.95,-75.66666667,Precipitacion,mm
0028045501,0240,2020-03-11T05:35:00.000,0,PUEBLO BELLO  - AUT,CESAR,PUEBLO BELLO,CESAR,10.42166667,-73.57471944,Precipitacion,mm
0033035010,0240,2020-03-11T08:20:00.000,0,CARIMAGUA,META,PUERTO GAITÁN,VICHADA,4.574,-71.341,Precipitacion,mm
0022057060,0240,2020-03-11T02:40:00.000,0,LA MURALLA - AUT,TOLIMA,ATACO,SALDAÑA,3.481361111,-75.46697222,Precipitacion,mm
2403500084,0240,2020-03-11T14:30:00.000,0,MONGUA - AUT,BOYACÁ,MONGUA,SOGAMOSO,5.758019444,-72.79485,Precipitacion,mm
0021185501,0240,2020-03-11T02:15:00.000,0,ROVIRA  - AUT,TOLIMA,ROVIRA,ALTO MAGDALENA,4.266666667,-75.28305556,Precipitacion,mm
