producto,categoria,mercado,precio_kg,variacion_pct
Mandarina,Frutas frescas,"oPoeoroeoioroao,o o oMoeorocoaosoao",2700.0,0.01
Mandarina,Frutas frescas,oTouonojoao,4375.0,0.03
Mango Tommy,Frutas frescas,"oAoromoeonoioao,o oMoeorocoaoro",5667.0,0.0
Mango Tommy,Frutas frescas,"oBooogoootoáo,o oCoooroaoboaosotoooso",9479.0,0.07
Mango Tommy,Frutas frescas,"oBouocoaoroaomoaonogoao,o oCoeonotoroooaoboaosotoooso",9050.0,0.01
Mango Tommy,Frutas frescas,"oCoaoloio,o o oCoaovoaosoao",8967.0,-0.04
Mango Tommy,Frutas frescas,"oMoaonoiozoaoloeoso,o oCoeonotorooo oGoaoloeoroíoaoso",10000.0,0.0
Mango Tommy,Frutas frescas,"oMoeodoeololoíono,o oCoMoAo",8725.0,0.01
Mango Tommy,Frutas frescas,"oNoeoiovoao,o oSouoroaoboaosotoooso",7000.0,0.0
Mango Tommy,Frutas frescas,"oPoaosotooo,o oEolo oPoootoroeoroiololooo",7600.0,0.03
Mango Tommy,Frutas frescas,"oPoeoroeoioroao,o o oLoao o4o1o-oIomopoaoloao",9333.0,0.01
Mango Tommy,Frutas frescas,"oPoeoroeoioroao,o o oMoeorocoaosoao",9467.0,0.0
Mango Tommy,Frutas frescas,oTouonojoao,7768.0,0.0
Manzana royal gala,Frutas frescas,"oAoromoeonoioao,o oMoeorocoaoro",8070.0,0.0
Manzana royal gala,Frutas frescas,"oBooogoootoáo,o oCoooroaoboaosotoooso",8092.0,0.0
Manzana royal gala,Frutas frescas,"oBouocoaoroaomoaonogoao,o oCoeonotoroooaoboaosotoooso",7875.0,0.0
Manzana royal gala,Frutas frescas,"oCoaoloio,o o oCoaovoaosoao",7895.0,-0.02
Manzana royal gala,Frutas frescas,"oCoúocouotoao,o oCoeonoaoboaosotoooso",8167.0,0.04
Manzana royal gala,Frutas frescas,"oIoboaogouoéo,o oPoloaozoao oLoao o2o1o",8070.0,0.05
Manzana royal gala,Frutas frescas,"oMoaonoiozoaoloeoso,o oCoeonotorooo oGoaoloeoroíoaoso",8158.0,0.03
Manzana royal gala,Frutas frescas,"oMoeodoeololoíono,o oCoMoAo",7105.0,-0.07
Manzana royal gala,Frutas frescas,"oNoeoiovoao,o oSouoroaoboaosotoooso",9237.0,0.0
Manzana royal gala,Frutas frescas,"oPoaosotooo,o oEolo oPoootoroeoroiololooo",7303.0,-0.01
Manzana royal gala,Frutas frescas,"oPoeoroeoioroao,o o oMoeorocoaosoao",7368.0,-0.02
Manzana royal gala,Frutas frescas,oTouonojoao,8596.0,0.0
Maracuyá,Frutas frescas,"oAoromoeonoioao,o oMoeorocoaoro",3467.0,0.0
Maracuyá,Frutas frescas,"oBooogoootoáo,o oCoooroaoboaosotoooso",5625.0,0.19
Maracuyá,Frutas frescas,"oBouocoaoroaomoaonogoao,o oCoeonotoroooaoboaosotoooso",4300.0,-0.01
Maracuyá,Frutas frescas,"oCoaoloio,o o oCoaovoaosoao",6146.0,0.06
Maracuyá,Frutas frescas,"oCoúocouotoao,o oCoeonoaoboaosotoooso",6208.0,0.07
Maracuyá,Frutas frescas,"oIoboaogouoéo,o oPoloaozoao oLoao o2o1o",4880.0,0.02
Maracuyá,Frutas frescas,"oMoaonoiozoaoloeoso,o oCoeonotorooo oGoaoloeoroíoaoso",6300.0,-0.03
Maracuyá,Frutas frescas,"oMoeodoeololoíono,o oCoMoAo",4238.0,0.07
Maracuyá,Frutas frescas,"oPoaosotooo,o oEolo oPoootoroeoroiololooo",5417.0,0.0
Maracuyá,Frutas frescas,"oPoeoroeoioroao,o o oLoao o4o1o-oIomopoaoloao",5767.0,-0.02
Maracuyá,Frutas frescas,"oPoeoroeoioroao,o o oMoeorocoaosoao",5950.0,0.01
Maracuyá,Frutas frescas,oTouonojoao,4625.0,0.0
Mora de Castilla,Frutas frescas,"oAoromoeonoioao,o oMoeorocoaoro",7767.0,0.0
Mora de Castilla,Frutas frescas,"oBooogoootoáo,o oCoooroaoboaosotoooso",6375.0,-0.04
Mora de Castilla,Frutas frescas,"oBouocoaoroaomoaonogoao,o oCoeonotoroooaoboaosotoooso",5700.0,0.0
Mora de Castilla,Frutas frescas,"oCoaoloio,o o oCoaovoaosoao",6567.0,0.07
Mora de Castilla,Frutas frescas,"oCoúocouotoao,o oCoeonoaoboaosotoooso",5174.0,0.0
Mora de Castilla,Frutas frescas,"oIoboaogouoéo,o oPoloaozoao oLoao o2o1o",7700.0,-0.01
Mora de Castilla,Frutas frescas,"oMoaonoiozoaoloeoso,o oCoeonotorooo oGoaoloeoroíoaoso",8000.0,0.0
Mora de Castilla,Frutas frescas,"oMoeodoeololoíono,o oCoMoAo",5275.0,-0.04
Mora de Castilla,Frutas frescas,"oNoeoiovoao,o oSouoroaoboaosotoooso",5200.0,0.04
Mora de Castilla,Frutas frescas,"oPoaosotooo,o oEolo oPoootoroeoroiololooo",4938.0,-0.04
Mora de Castilla,Frutas frescas,"oPoeoroeoioroao,o o oLoao o4o1o-oIomopoaoloao",7750.0,0.0
Mora de Castilla,Frutas frescas,"oPoeoroeoioroao,o o oMoeorocoaosoao",7167.0,0.1
Mora de Castilla,Frutas frescas,oSoaonotoao oMoaorotoao,5800.0,0.02
Mora de Castilla,Frutas frescas,oTouonojoao,5925.0,0.02
Naranja,Frutas frescas,"oBooogoootoáo,o oCoooroaoboaosotoooso",2769.0,-0.02
Naranja,Frutas frescas,"oBouocoaoroaomoaonogoao,o oCoeonotoroooaoboaosotoooso",1980.0,0.05
Naranja,Frutas frescas,"oCoúocouotoao,o oCoeonoaoboaosotoooso",2236.0,-0.04
Naranja,Frutas frescas,"oMoaonoiozoaoloeoso,o oCoeonotorooo oGoaoloeoroíoaoso",1600.0,0.0
Naranja,Frutas frescas,"oMoeodoeololoíono,o oCoMoAo",3475.0,0.01
Naranja,Frutas frescas,"oPoeoroeoioroao,o o oMoeorocoaosoao",2367.0,0.15
Naranja,Frutas frescas,oTouonojoao,1887.0,-0.02
Papaya Maradol,Frutas frescas,"oAoromoeonoioao,o oMoeorocoaoro",1200.0,-0.18
Papaya Maradol,Frutas frescas,"oCoaoloio,o o oCoaovoaosoao",2242.0,0.0
Papaya Maradol,Frutas frescas,"oCoúocouotoao,o oCoeonoaoboaosotoooso",3500.0,0.0
Papaya Maradol,Frutas frescas,"oMoaonoiozoaoloeoso,o oCoeonotorooo oGoaoloeoroíoaoso",2500.0,-0.11
Papaya Maradol,Frutas frescas,"oMoeodoeololoíono,o oCoMoAo",3525.0,-0.01
Papaya Maradol,Frutas frescas,"oPoaosotooo,o oEolo oPoootoroeoroiololooo",2500.0,0.0
Papaya Maradol,Frutas frescas,"oPoeoroeoioroao,o o oLoao o4o1o-oIomopoaoloao",2400.0,-0.04
Papaya Maradol,Frutas frescas,"oPoeoroeoioroao,o o oMoeorocoaosoao",2433.0,0.01
Piña,Frutas frescas,"oAoromoeonoioao,o oMoeorocoaoro",2733.0,0.12
Piña,Frutas frescas,"oBooogoootoáo,o oCoooroaoboaosotoooso",2250.0,-0.02
Piña,Frutas frescas,"oBouocoaoroaomoaonogoao,o oCoeonotoroooaoboaosotoooso",2500.0,0.03
Piña,Frutas frescas,"oCoaoloio,o o oCoaovoaosoao",3683.0,0.04
Piña,Frutas frescas,"oIoboaogouoéo,o oPoloaozoao oLoao o2o1o",3950.0,-0.05
Piña,Frutas frescas,"oMoaonoiozoaoloeoso,o oCoeonotorooo oGoaoloeoroíoaoso",4500.0,0.0
Piña,Frutas frescas,"oMoeodoeololoíono,o oCoMoAo",4700.0,0.01
Piña,Frutas frescas,"oPoeoroeoioroao,o o oLoao o4o1o-oIomopoaoloao",5300.0,0.01
Piña,Frutas frescas,"oPoeoroeoioroao,o o oMoeorocoaosoao",4467.0,0.02
Tomate de árbol,Frutas frescas,"oAoromoeonoioao,o oMoeorocoaoro",5267.0,0.0
Tomate de árbol,Frutas frescas,"oBooogoootoáo,o oCoooroaoboaosotoooso",4200.0,0.0
Tomate de árbol,Frutas frescas,"oBouocoaoroaomoaonogoao,o oCoeonotoroooaoboaosotoooso",4850.0,0.01
Tomate de árbol,Frutas frescas,"oCoaoloio,o o oCoaovoaosoao",4683.0,0.02
Tomate de árbol,Frutas frescas,"oCoúocouotoao,o oCoeonoaoboaosotoooso",4933.0,0.01
Tomate de árbol,Frutas frescas,"oIoboaogouoéo,o oPoloaozoao oLoao o2o1o",4267.0,0.1
Tomate de árbol,Frutas frescas,"oMoaonoiozoaoloeoso,o oCoeonotorooo oGoaoloeoroíoaoso",4200.0,-0.05
Tomate de árbol,Frutas frescas,"oMoeodoeololoíono,o oCoMoAo",4075.0,0.0
Tomate de árbol,Frutas frescas,"oNoeoiovoao,o oSouoroaoboaosotoooso",4333.0,0.0
Tomate de árbol,Frutas frescas,"oPoaosotooo,o oEolo oPoootoroeoroiololooo",4150.0,0.0
Tomate de árbol,Frutas frescas,"oPoeoroeoioroao,o o oLoao o4o1o-oIomopoaoloao",4233.0,-0.04
Tomate de árbol,Frutas frescas,"oPoeoroeoioroao,o o oMoeorocoaosoao",4125.0,-0.02
Tomate de árbol,Frutas frescas,oSoaonotoao oMoaorotoao,5200.0,0.0
Tomate de árbol,Frutas frescas,oTouonojoao,4100.0,-0.02
Arracacha,"Tubérculos, raíces y plátanos","oBooogoootoáo,o oCoooroaoboaosotoooso",3417.0,-0.02
Arracacha,"Tubérculos, raíces y plátanos","oBouocoaoroaomoaonogoao,o oCoeonotoroooaoboaosotoooso",3867.0,-0.21
Arracacha,"Tubérculos, raíces y plátanos","oCoúocouotoao,o oCoeonoaoboaosotoooso",3400.0,-0.06
Arracacha,"Tubérculos, raíces y plátanos","oIoboaogouoéo,o oPoloaozoao oLoao o2o1o",3413.0,-0.11
Arracacha,"Tubérculos, raíces y plátanos","oMoeodoeololoíono,o oCoMoAo",3656.0,0.01
Arracacha,"Tubérculos, raíces y plátanos","oNoeoiovoao,o oSouoroaoboaosotoooso",4560.0,-0.01
Arracacha,"Tubérculos, raíces y plátanos","oPoaosotooo,o oEolo oPoootoroeoroiololooo",3250.0,-0.03
Arracacha,"Tubérculos, raíces y plátanos","oPoeoroeoioroao,o o oLoao o4o1o-oIomopoaoloao",3000.0,-0.03
Arracacha,"Tubérculos, raíces y plátanos","oPoeoroeoioroao,o o oMoeorocoaosoao",4500.0,-0.02
Arracacha,"Tubérculos, raíces y plátanos",oTouonojoao,3250.0,-0.03
Papa negra,"Tubérculos, raíces y plátanos","oAoromoeonoioao,o oMoeorocoaoro",2070.0,0.0
Papa negra,"Tubérculos, raíces y plátanos","oBooogoootoáo,o oCoooroaoboaosotoooso",2500.0,-0.02
Papa negra,"Tubérculos, raíces y plátanos","oBouocoaoroaomoaonogoao,o oCoeonotoroooaoboaosotoooso",2450.0,-0.04
Papa negra,"Tubérculos, raíces y plátanos","oCoaoloio,o o oCoaovoaosoao",2200.0,0.02
Papa negra,"Tubérculos, raíces y plátanos","oMoaonoiozoaoloeoso,o oCoeonotorooo oGoaoloeoroíoaoso",2400.0,0.0
Papa negra,"Tubérculos, raíces y plátanos","oMoeodoeololoíono,o oCoMoAo",2650.0,0.0
Papa negra,"Tubérculos, raíces y plátanos","oPoeoroeoioroao,o o oLoao o4o1o-oIomopoaoloao",2227.0,-0.01
Papa negra,"Tubérculos, raíces y plátanos","oPoeoroeoioroao,o o oMoeorocoaosoao",2273.0,0.0
Papa  criolla,"Tubérculos, raíces y plátanos","oAoromoeonoioao,o oMoeorocoaoro",5556.0,0.04
Papa  criolla,"Tubérculos, raíces y plátanos","oBooogoootoáo,o oCoooroaoboaosotoooso",6833.0,0.0
Papa  criolla,"Tubérculos, raíces y plátanos","oBouocoaoroaomoaonogoao,o oCoeonotoroooaoboaosotoooso",4650.0,-0.11
Papa  criolla,"Tubérculos, raíces y plátanos","oCoaoloio,o o oCoaovoaosoao",4517.0,-0.02
Papa  criolla,"Tubérculos, raíces y plátanos","oCoúocouotoao,o oCoeonoaoboaosotoooso",3883.0,-0.03
Papa  criolla,"Tubérculos, raíces y plátanos","oIoboaogouoéo,o oPoloaozoao oLoao o2o1o",5733.0,-0.06
Papa  criolla,"Tubérculos, raíces y plátanos","oMoaonoiozoaoloeoso,o oCoeonotorooo oGoaoloeoroíoaoso",5521.0,0.01
Papa  criolla,"Tubérculos, raíces y plátanos","oMoeodoeololoíono,o oCoMoAo",4750.0,-0.05
Papa  criolla,"Tubérculos, raíces y plátanos","oPoaosotooo,o oEolo oPoootoroeoroiololooo",2500.0,-0.06
Papa  criolla,"Tubérculos, raíces y plátanos","oPoeoroeoioroao,o o oLoao o4o1o-oIomopoaoloao",5733.0,-0.04
Papa  criolla,"Tubérculos, raíces y plátanos","oPoeoroeoioroao,o o oMoeorocoaosoao",5800.0,-0.01
Papa  criolla,"Tubérculos, raíces y plátanos",oTouonojoao,4253.0,-0.02
Plátano guineo,"Tubérculos, raíces y plátanos","oBooogoootoáo,o oCoooroaoboaosotoooso",2350.0,0.03
Plátano guineo,"Tubérculos, raíces y plátanos","oMoeodoeololoíono,o oCoMoAo",1100.0,-0.02
Plátano guineo,"Tubérculos, raíces y plátanos","oNoeoiovoao,o oSouoroaoboaosotoooso",1500.0,0.0
Plátano hartón verde,"Tubérculos, raíces y plátanos","oAoromoeonoioao,o oMoeorocoaoro",1267.0,0.0
Plátano hartón verde,"Tubérculos, raíces y plátanos","oBooogoootoáo,o oCoooroaoboaosotoooso",3375.0,0.04
Plátano hartón verde,"Tubérculos, raíces y plátanos","oBouocoaoroaomoaonogoao,o oCoeonotoroooaoboaosotoooso",4060.0,0.0
Plátano hartón verde,"Tubérculos, raíces y plátanos","oCoaoloio,o o oCoaovoaosoao",1450.0,0.04
Plátano hartón verde,"Tubérculos, raíces y plátanos","oCoúocouotoao,o oCoeonoaoboaosotoooso",3317.0,0.0
Plátano hartón verde,"Tubérculos, raíces y plátanos","oIoboaogouoéo,o oPoloaozoao oLoao o2o1o",2125.0,0.25
Plátano hartón verde,"Tubérculos, raíces y plátanos","oMoeodoeololoíono,o oCoMoAo",1625.0,0.16
Plátano hartón verde,"Tubérculos, raíces y plátanos","oNoeoiovoao,o oSouoroaoboaosotoooso",1933.0,0.07
Plátano hartón verde,"Tubérculos, raíces y plátanos","oPoeoroeoioroao,o o oLoao o4o1o-oIomopoaoloao",1100.0,-0.03
Plátano hartón verde,"Tubérculos, raíces y plátanos","oPoeoroeoioroao,o o oMoeorocoaosoao",1300.0,-0.07
Plátano hartón verde,"Tubérculos, raíces y plátanos",oSoaonotoao oMoaorotoao,2375.0,0.01
Plátano hartón verde,"Tubérculos, raíces y plátanos",oTouonojoao,2713.0,0.02
Yuca,"Tubérculos, raíces y plátanos","oAoromoeonoioao,o oMoeorocoaoro",2180.0,-0.05
Yuca,"Tubérculos, raíces y plátanos","oBooogoootoáo,o oCoooroaoboaosotoooso",2521.0,0.01
Yuca,"Tubérculos, raíces y plátanos","oBouocoaoroaomoaonogoao,o oCoeonotoroooaoboaosotoooso",2917.0,0.0
Yuca,"Tubérculos, raíces y plátanos","oCoúocouotoao,o oCoeonoaoboaosotoooso",2667.0,0.0
Yuca,"Tubérculos, raíces y plátanos","oMoaonoiozoaoloeoso,o oCoeonotorooo oGoaoloeoroíoaoso",2600.0,0.0
Yuca,"Tubérculos, raíces y plátanos","oMoeodoeololoíono,o oCoMoAo",2750.0,0.0
Yuca,"Tubérculos, raíces y plátanos","oPoeoroeoioroao,o o oLoao o4o1o-oIomopoaoloao",1800.0,-0.03
Yuca,"Tubérculos, raíces y plátanos","oPoeoroeoioroao,o o oMoeorocoaosoao",1920.0,0.05
