codigo_estacion,nombre_estacion,departamento,municipio,latitud,longitud,ene,feb,mar,abr,may,jun,jul,ago,sep,oct,nov,dic,anual,indicador
27020220,Los Llanos de Cuiba,ANTIOQUIA,YARUMAL,6.81,-75.48,104.3,156.6,217.9,467.8,464.4,373.4,349.6,317.4,454.1,526.9,260.4,178.3,3870.9,Precipitacion_Normal_mm
27020190,Yarumal,ANTIOQUIA,YARUMAL,6.96,-75.42,69.9,82.5,128.7,306.1,323.4,297.1,306.8,315.4,329.8,416.9,268.6,108.7,2953.7,Precipitacion_Normal_mm
27040020,Alto del Indio,ANTIOQUIA,ZARAGOZA,7.53,-74.95,88.5,92.3,149.4,331.1,468.8,462.6,459.6,525.6,460.6,485.5,381.2,204.1,4109.3,Precipitacion_Normal_mm
27030090,El Bosque,ANTIOQUIA,ZARAGOZA,7.32,-74.84,116.1,140.7,162.5,354.5,511.0,428.6,383.8,491.3,505.1,571.1,457.3,290.4,4412.2,Precipitacion_Normal_mm
27030210,Zaragoza,ANTIOQUIA,ZARAGOZA,7.49,-74.87,128.1,80.6,161.9,312.6,431.9,439.0,422.8,539.4,430.3,514.7,424.5,262.1,4148.0,Precipitacion_Normal_mm
37055010,Aeropuerto Santiago Pérez,ARAUCA,ARAUCA,7.07,-70.74,10.2,9.3,29.8,121.9,202.7,279.6,268.5,225.9,180.0,159.6,81.9,28.4,1597.7,Precipitacion_Normal_mm
17015010,Aeropuerto Sesquicentenario,"ARCHIPIÉLAGO DE SAN ANDRES, PROVIDENCIA Y SANTA CATALINA",ISLA DE SAN ANDRÉS,12.54,-81.73,96.1,43.0,22.9,34.7,130.3,242.1,203.9,204.8,234.2,310.1,265.0,178.9,1966.2,Precipitacion_Normal_mm
29035080,Normal Manatí,ATLÁNTICO,MANATÍ,10.45,-74.95,10.6,17.3,20.1,75.4,146.3,117.1,100.2,119.1,143.0,140.0,101.0,31.9,1021.9,Precipitacion_Normal_mm
14010020,Hibacharo,ATLÁNTICO,PIOJÓ,10.72,-75.14,6.7,0.6,9.6,48.7,143.5,127.3,93.4,140.6,162.4,204.9,129.8,26.3,1093.7,Precipitacion_Normal_mm
14010010,Piojo,ATLÁNTICO,PIOJÓ,10.75,-75.11,4.9,1.0,10.3,59.5,136.5,109.9,87.1,134.2,204.4,260.3,161.1,33.3,1202.5,Precipitacion_Normal_mm
29040080,Polonuevo,ATLÁNTICO,POLONUEVO,10.78,-74.86,6.0,3.3,6.4,68.0,138.6,161.3,130.6,163.2,188.0,222.9,121.1,23.8,1233.3,Precipitacion_Normal_mm
29040070,Ponedera,ATLÁNTICO,PONEDERA,10.64,-74.77,2.1,7.1,9.6,56.2,88.3,102.7,104.5,130.8,134.7,162.5,109.1,21.9,929.4,Precipitacion_Normal_mm
29035200,Repelón   AUT,ATLÁNTICO,REPELÓN,10.49,-75.13,3.5,3.4,8.6,53.3,109.5,116.4,61.1,119.9,124.4,166.3,93.8,24.4,884.7,Precipitacion_Normal_mm
29045000,Sabana Larga   AUT,ATLÁNTICO,SABANALARGA,10.64,-74.92,10.6,11.4,24.2,76.3,160.4,143.3,128.8,148.5,186.0,176.5,142.8,29.1,1238.0,Precipitacion_Normal_mm
29045190,Aeropuerto Ernesto Cortissoz   AUT,ATLÁNTICO,SOLEDAD,10.92,-74.78,4.8,0.8,0.5,25.1,94.7,104.2,69.0,97.5,143.5,178.2,80.2,24.1,822.5,Precipitacion_Normal_mm
29040240,Usiacurí,ATLÁNTICO,USIACURÍ,10.74,-74.98,6.1,3.6,6.8,60.1,112.2,118.3,103.8,112.6,137.6,127.4,93.6,31.6,913.6,Precipitacion_Normal_mm
25020030,Guacamayo,BOLÍVAR,ACHÍ,8.73,-74.51,20.6,17.6,62.2,153.2,358.4,319.9,391.1,420.3,529.2,650.6,451.2,134.9,3509.2,Precipitacion_Normal_mm
25020350,Guaranda,BOLÍVAR,ACHÍ,8.49,-74.54,21.9,44.1,49.3,192.6,367.6,351.6,348.2,401.4,398.5,558.3,355.8,97.8,3187.2,Precipitacion_Normal_mm
25027630,Rio Nuevo,BOLÍVAR,BARRANCO DE LOBA,8.81,-74.25,29.7,52.2,63.8,237.3,397.5,287.1,296.3,385.1,468.5,608.6,484.1,122.6,3432.6,Precipitacion_Normal_mm
14015080,Aeropuerto Rafael Nuñez,BOLÍVAR,CARTAGENA DE INDIAS,10.45,-75.52,6.2,0.5,2.0,26.7,105.3,100.3,99.0,123.1,138.8,259.1,122.1,39.8,1022.8,Precipitacion_Normal_mm
25021340,La Esperanza,BOLÍVAR,CICUCO,9.25,-74.74,11.9,16.6,26.2,100.2,182.5,174.7,183.2,210.1,226.2,266.4,94.1,35.8,1527.7,Precipitacion_Normal_mm
25020410,La Candelaria,BOLÍVAR,SAN JACINTO DEL CAUCA,8.22,-74.73,43.3,41.6,78.4,229.3,438.1,420.6,510.7,587.1,453.1,571.8,435.5,124.0,3933.6,Precipitacion_Normal_mm
29030570,La Haya,BOLÍVAR,SAN JUAN NEPOMUCENO,9.96,-75.19,26.7,34.5,62.4,111.7,213.1,150.8,134.4,162.9,167.6,256.2,170.9,72.5,1563.7,Precipitacion_Normal_mm
14015010,Galerazamba   Aut,BOLÍVAR,SANTA CATALINA,10.79,-75.26,1.9,0.1,1.1,14.7,75.3,75.0,64.6,122.4,130.3,212.4,114.8,24.0,836.6,Precipitacion_Normal_mm
23200010,Simití,BOLÍVAR,SIMITÍ,7.96,-73.95,8.0,21.2,46.0,139.0,266.0,254.8,212.9,222.3,237.1,228.5,123.6,28.4,1788.0,Precipitacion_Normal_mm
14010050,Cañaveral,BOLÍVAR,TURBACO,10.41,-75.34,7.9,5.4,17.8,99.7,158.5,119.7,121.7,114.5,151.3,242.8,135.3,43.0,1217.6,Precipitacion_Normal_mm
29010050,Zambrano,BOLÍVAR,ZAMBRANO,9.7,-74.82,18.5,23.4,23.1,90.8,112.1,113.1,103.8,129.8,104.1,125.6,67.1,30.3,941.9,Precipitacion_Normal_mm
35070260,Almeida,BOYACÁ,ALMEIDA,4.97,-73.38,17.3,32.3,64.3,133.5,193.9,229.1,232.9,205.0,161.7,121.8,64.8,33.2,1489.6,Precipitacion_Normal_mm
35160010,Potrerito,BOYACÁ,AQUITANIA,5.48,-72.95,11.0,20.9,42.2,95.1,97.5,91.3,104.9,93.2,83.4,83.8,65.9,21.4,810.4,Precipitacion_Normal_mm
35195060,Toquilla   AUT,BOYACÁ,AQUITANIA,5.52,-72.79,11.3,18.0,53.0,106.9,171.0,185.0,194.7,152.7,138.2,100.7,85.2,27.8,1244.6,Precipitacion_Normal_mm
24010630,Arcabuco,BOYACÁ,ARCABUCO,5.76,-73.44,106.0,140.0,179.5,230.8,168.5,78.3,61.6,64.6,126.5,259.7,211.1,140.9,1767.7,Precipitacion_Normal_mm
35080030,Camp Buenavista,BOYACÁ,BERBEO,5.18,-73.09,28.5,44.1,72.7,166.8,265.1,278.7,302.6,266.8,204.3,194.6,138.9,67.2,2030.3,Precipitacion_Normal_mm
24030280,Boavita,BOYACÁ,BOAVITA,6.33,-72.6,30.5,45.7,79.1,174.4,159.7,105.9,65.7,72.3,82.0,161.6,150.0,49.7,1176.7,Precipitacion_Normal_mm
23125100,Buenavista,BOYACÁ,BUENAVISTA,5.51,-73.94,91.0,111.3,142.7,251.0,212.3,112.7,75.9,69.0,142.1,262.6,232.4,134.5,1837.4,Precipitacion_Normal_mm
24010420,Caldas,BOYACÁ,CALDAS,5.55,-73.87,29.4,39.2,73.9,149.5,112.0,75.2,45.7,45.6,90.0,157.6,117.8,50.8,986.7,Precipitacion_Normal_mm
24030590,Cerinza,BOYACÁ,CERINZA,5.96,-72.94,27.3,51.8,93.7,160.3,131.0,78.7,60.8,59.5,90.2,166.5,105.7,49.2,1074.7,Precipitacion_Normal_mm
35070070,Chinavita,BOYACÁ,CHINAVITA,5.16,-73.36,23.6,34.7,58.8,136.5,178.4,215.6,234.7,198.0,149.1,140.2,121.0,47.3,1537.9,Precipitacion_Normal_mm
24015180,Esclusa Tolon,BOYACÁ,CHIQUINQUIRÁ,5.62,-73.78,28.8,47.1,79.5,125.7,102.7,68.8,54.8,50.3,84.8,134.3,124.3,58.5,959.6,Precipitacion_Normal_mm
35070190,Chivor,BOYACÁ,CHIVOR,4.89,-73.37,54.1,78.6,137.6,270.6,394.3,438.6,419.3,352.5,263.6,224.6,136.3,89.1,2859.3,Precipitacion_Normal_mm
24030310,Cómbita,BOYACÁ,CÓMBITA,5.63,-73.32,29.5,26.4,72.9,115.3,116.0,95.2,71.3,69.9,85.7,145.2,118.8,37.0,983.1,Precipitacion_Normal_mm
35095030,El Tunel,BOYACÁ,CUÍTIVA,5.57,-72.95,8.9,27.4,54.2,103.4,87.9,66.6,64.0,60.0,64.6,90.6,73.4,27.3,728.3,Precipitacion_Normal_mm
24030350,Duitama,BOYACÁ,DUITAMA,5.83,-73.04,21.3,46.6,68.7,142.7,140.6,84.4,63.1,58.9,87.2,151.8,99.0,45.5,1009.8,Precipitacion_Normal_mm
24035120,Surbata Bonza,BOYACÁ,DUITAMA,5.8,-73.07,21.6,39.2,66.8,119.0,105.2,68.8,43.8,49.1,73.3,119.7,91.1,41.5,838.9,Precipitacion_Normal_mm
24030260,El Cocuy,BOYACÁ,EL COCUY,6.41,-72.45,27.2,27.7,55.8,142.1,122.7,90.9,68.5,66.3,92.4,131.2,101.3,40.5,966.6,Precipitacion_Normal_mm
24030540,Firavitoba,BOYACÁ,FIRAVITOBA,5.66,-72.98,13.2,25.5,60.2,115.6,104.0,53.3,37.7,49.3,60.3,100.0,74.2,37.9,731.1,Precipitacion_Normal_mm
35070080,Garagoa,BOYACÁ,GARAGOA,5.08,-73.37,23.4,34.3,67.2,148.3,209.8,225.2,234.1,202.3,149.7,132.7,98.6,48.2,1573.7,Precipitacion_Normal_mm
35070090,Las Juntas,BOYACÁ,GARAGOA,5.02,-73.38,15.9,36.8,63.5,128.3,196.1,246.9,252.0,203.8,144.0,108.4,62.9,34.3,1492.8,Precipitacion_Normal_mm
35070110,La Granja Guayata,BOYACÁ,GUAYATÁ,4.98,-73.5,11.7,33.1,54.7,119.4,157.8,182.2,175.0,144.7,104.9,97.2,65.7,26.3,1172.7,Precipitacion_Normal_mm
24030230,Iza,BOYACÁ,IZA,5.62,-72.98,12.7,29.4,67.7,137.0,116.4,58.7,51.6,52.6,74.9,105.1,108.9,33.0,848.0,Precipitacion_Normal_mm
24030580,Jericó,BOYACÁ,JERICÓ,6.14,-72.59,14.7,45.8,63.5,145.0,118.3,55.1,46.0,47.2,84.5,144.7,117.0,42.7,924.6,Precipitacion_Normal_mm
35070120,Macanal,BOYACÁ,MACANAL,4.97,-73.32,27.6,55.0,97.0,192.8,324.3,378.7,389.6,306.6,219.5,160.9,107.0,54.4,2313.3,Precipitacion_Normal_mm
35070130,Quebrada Honda,BOYACÁ,MACANAL,4.95,-73.31,30.5,65.4,101.7,225.0,332.1,400.7,418.3,337.5,250.1,191.2,118.8,63.9,2535.2,Precipitacion_Normal_mm
24030560,Mongüa,BOYACÁ,MONGUA,5.76,-72.79,26.3,34.5,66.7,129.2,114.4,105.2,165.0,116.1,112.9,96.0,92.1,41.3,1099.8,Precipitacion_Normal_mm
24030190,Monguí,BOYACÁ,MONGUÍ,5.72,-72.85,17.0,33.0,70.3,134.6,123.3,78.4,73.8,54.7,63.7,107.8,91.5,30.9,878.9,Precipitacion_Normal_mm
24015020,Bertha,BOYACÁ,MONIQUIRÁ,5.88,-73.6,55.5,73.3,137.7,248.2,270.7,191.6,147.8,150.8,194.2,260.6,177.0,77.5,1984.9,Precipitacion_Normal_mm
23120050,Muzo,BOYACÁ,MUZO,5.53,-74.1,120.0,152.1,202.1,352.9,371.7,206.4,151.5,133.6,237.8,384.9,256.3,158.0,2727.2,Precipitacion_Normal_mm
24035150,Belencito,BOYACÁ,NOBSA,5.78,-72.89,22.2,38.8,74.0,111.1,90.8,52.6,45.1,42.9,65.3,110.6,94.4,38.5,786.4,Precipitacion_Normal_mm
24030790,Nobsa,BOYACÁ,NOBSA,5.77,-72.94,23.8,36.4,67.3,140.3,112.4,58.9,51.9,48.8,68.7,136.0,109.0,41.9,895.5,Precipitacion_Normal_mm
24035180,San Rafael,BOYACÁ,NOBSA,5.78,-72.98,23.2,39.8,68.8,118.0,106.4,63.3,44.7,47.7,73.9,124.3,87.9,40.5,838.3,Precipitacion_Normal_mm
35075010,Nuevo Colón,BOYACÁ,NUEVO COLÓN,5.35,-73.45,14.6,32.3,52.8,93.3,104.7,124.6,115.5,98.0,81.9,102.8,67.6,37.3,925.3,Precipitacion_Normal_mm
24030510,El Cerezo,BOYACÁ,PAIPA,5.7,-73.07,23.9,48.8,103.1,157.8,162.8,81.2,66.0,75.6,88.8,159.7,122.5,57.0,1147.1,Precipitacion_Normal_mm
24025030,La Sierra   AUT,BOYACÁ,PAIPA,5.97,-73.16,96.4,142.1,233.1,261.1,222.6,93.9,72.6,97.2,135.0,286.7,223.6,125.9,1990.3,Precipitacion_Normal_mm
24010870,Palermo,BOYACÁ,PAIPA,5.9,-73.2,76.7,91.3,154.6,184.9,156.3,76.8,55.0,57.3,108.4,213.3,158.6,94.0,1427.2,Precipitacion_Normal_mm
24035430,Tunguavita   AUT,BOYACÁ,PAIPA,5.75,-73.12,26.4,50.0,85.2,117.6,127.7,75.6,49.2,59.7,86.5,142.9,99.1,42.7,962.6,Precipitacion_Normal_mm
35190050,Pajarito,BOYACÁ,PAJARITO,5.3,-72.7,29.5,51.9,153.5,301.3,521.9,575.7,617.8,630.4,558.1,397.7,224.2,71.2,4133.3,Precipitacion_Normal_mm
23120140,Pauna,BOYACÁ,PAUNA,5.65,-73.98,113.5,160.7,222.9,339.7,257.3,126.2,94.0,109.5,201.4,387.6,350.2,202.6,2565.5,Precipitacion_Normal_mm
23120120,Santa Rita,BOYACÁ,PAUNA,5.6,-73.92,46.0,73.1,91.4,170.2,156.5,78.9,57.6,58.3,98.9,182.6,166.0,82.9,1262.4,Precipitacion_Normal_mm
24030120,Pesca,BOYACÁ,PESCA,5.52,-73.08,10.5,20.4,39.6,95.4,106.0,75.1,58.8,63.6,63.7,99.5,83.2,25.7,741.5,Precipitacion_Normal_mm
35070010,Ramiriquí,BOYACÁ,RAMIRIQUÍ,5.4,-73.33,23.1,29.9,51.2,123.1,153.4,149.9,153.2,128.0,98.0,121.4,97.5,39.9,1168.6,Precipitacion_Normal_mm
24010180,Ráquira,BOYACÁ,RÁQUIRA,5.54,-73.63,51.6,76.6,132.6,187.8,118.6,60.6,28.9,28.0,69.4,195.5,171.3,75.4,1196.4,Precipitacion_Normal_mm
24015360,La Granja Saboya,BOYACÁ,SABOYÁ,5.7,-73.76,40.8,83.6,122.1,197.4,164.4,85.6,70.2,69.1,125.0,234.4,156.7,78.0,1427.3,Precipitacion_Normal_mm
