fecha,indice_total,total_fertilizantes,total_plaguicidas,total_otros,total_simples,total_compuestos,total_herbicidas,total_fungicidas,total_insecticidas,urea_46,urea_sulfato,dap_18_46,kcl_0_0_60,sam,_15_15_15,_25_4_24,_17_6_18_2,_18_18_18,_31_8_8,_12_24_12,_13_26_6,_15_4_23,_10_20_30,_28_4_0_6,glifosato,paraquat,propanil,_2_4_d_picloram,_2_4_d,aminopiralid_2_4_d,diuron,glufosinato_de_amonio,picloram,oxadiazon,metsulfuron_metil,pendimetalin,clorotalonil,difenoconazol,mancozeb,mancozeb_cimoxanil,azoxistrobin_difenoconazol,dimetomorf,tebuconazol_trifloxistrobin,propineb_fluopicolide,mancozeb_metalaxil_m,clorpirifos,fipronil,metomil,tiametoxam_lambdacihalotrina,abamectina,imidacloprid,profenofos_cipermetrina,cipermetrina,profenofos,total_coadyuvantes,total_reguladores,total_molusquicidas
2021-03-01T00:00:00.000,106.03,109.58,100.74,100.49,110.32,109.00,100.66,100.67,100.97,113.54,117.76,115.73,102.19,102.06,105.47,112.51,106.31,116.03,111.05,108.10,110.47,105.20,104.87,108.30,101.06,99.71,102.94,100.78,100.44,100.93,99.84,99.28,100.15,100.48,97.69,96.85,99.89,100.32,101.79,102.11,99.91,100.58,100.25,101.01,100.84,102.15,100.00,100.50,100.80,101.13,100.97,102.09,100.28,100.86,100.41,100.67,103.33
2021-02-01T00:00:00.000,101.21,101.91,100.18,100.36,102.11,101.75,100.08,100.23,100.32,102.46,100.14,104.62,102.38,99.91,101.04,101.58,100.93,102.55,102.59,101.90,101.05,101.69,101.70,105.54,100.08,99.87,100.16,99.89,100.29,100.87,100.34,99.80,99.19,100.53,100.31,100.00,99.79,100.36,100.86,100.54,99.61,100.35,100.07,100.35,100.71,101.07,100.20,99.97,100.24,99.73,100.32,101.12,99.35,100.47,100.43,100.12,100.38
2021-01-01T00:00:00.000,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00
2020-12-01T00:00:00.000,99.64,99.49,99.92,,99.81,99.23,100.11,99.62,99.77,98.56,103.43,99.79,100.23,98.78,99.35,98.08,98.79,101.14,97.07,100.32,99.19,99.21,99.82,101.50,99.74,99.63,97.41,100.22,100.71,99.84,99.68,99.75,99.19,100.86,101.10,100.00,99.91,100.15,99.02,99.43,99.38,98.98,99.94,99.02,100.50,99.39,99.65,99.90,99.54,100.46,100.80,99.65,99.30,100.01,0.00,0.00,0.00
2020-11-01T00:00:00.000,99.29,99.00,99.82,,99.73,98.43,100.05,99.32,99.74,99.03,102.29,97.96,100.44,99.36,98.58,97.84,100.12,99.66,95.73,99.50,98.48,98.43,97.69,95.70,99.65,99.72,97.22,100.14,100.36,99.74,99.10,100.75,99.05,100.80,101.25,100.00,99.76,99.43,98.39,99.11,99.68,98.72,100.04,98.60,100.19,98.53,99.62,99.99,99.78,100.47,100.55,99.70,100.55,100.50,0.00,0.00,0.00
2020-10-01T00:00:00.000,98.86,98.51,99.49,,99.16,97.99,99.81,98.90,99.30,99.04,97.10,96.86,101.48,99.84,97.96,97.87,98.54,98.99,98.24,97.81,98.10,97.31,98.14,95.10,99.55,99.65,95.53,99.80,99.66,99.81,98.41,99.86,98.54,100.71,101.85,104.44,98.48,99.10,98.82,98.52,99.43,98.36,100.10,98.44,100.07,97.76,100.12,99.41,99.39,99.83,100.22,99.65,99.47,99.30,0.00,0.00,0.00
2020-09-01T00:00:00.000,99.58,99.77,99.24,,101.41,98.49,99.81,98.24,98.85,101.80,102.21,97.31,103.09,99.72,97.59,98.16,99.32,102.19,99.26,98.63,97.80,97.06,97.17,95.19,99.62,99.21,98.71,100.60,99.02,99.22,99.08,101.04,98.20,100.24,102.23,93.61,97.91,98.82,98.05,98.58,98.55,96.65,99.87,96.54,99.65,97.31,100.14,98.90,98.99,98.61,99.21,99.67,99.25,98.67,0.00,0.00,0.00
2020-08-01T00:00:00.000,100.15,101.16,98.31,,102.91,99.79,98.28,98.19,98.49,102.95,102.02,98.24,106.31,101.59,98.35,100.68,99.29,105.39,99.36,100.38,98.58,98.41,98.72,95.68,100.02,98.89,98.65,100.20,98.49,99.30,98.80,102.95,98.29,102.34,101.96,94.13,98.49,98.62,99.33,97.82,98.65,94.92,100.06,94.85,99.30,96.59,99.62,98.41,99.15,98.14,99.27,99.13,100.38,97.45,0.00,0.00,0.00
2020-07-01T00:00:00.000,101.33,102.83,98.60,,104.85,101.26,99.39,97.66,97.70,104.29,108.49,100.04,106.66,103.48,100.94,102.36,100.27,106.84,100.38,101.55,100.94,99.64,98.44,95.57,99.20,98.32,99.26,98.20,99.63,98.78,98.01,102.28,98.06,102.34,101.71,90.29,98.20,97.67,99.64,97.26,97.97,94.53,98.76,93.43,98.89,96.04,98.49,97.14,99.02,97.63,99.10,98.51,98.30,96.37,0.00,0.00,0.00
2020-06-01T00:00:00.000,101.92,104.09,97.97,,106.08,102.54,99.22,96.65,96.39,104.98,107.74,102.70,109.16,104.98,102.32,104.17,100.37,108.65,102.98,103.15,102.03,100.46,99.17,95.50,99.78,98.91,98.61,97.27,98.75,98.00,97.14,100.52,98.31,99.66,101.71,91.26,97.41,97.10,98.00,96.26,96.59,93.31,98.15,92.59,97.81,95.43,98.11,94.69,97.76,97.49,96.54,97.24,97.90,92.37,0.00,0.00,0.00
2020-05-01T00:00:00.000,101.74,104.26,97.17,,105.97,102.92,98.60,95.27,95.72,105.36,106.90,102.70,109.32,103.16,100.80,105.45,101.08,109.35,103.82,103.92,103.02,100.52,100.94,95.05,98.98,97.98,98.46,96.63,97.62,96.35,94.94,100.99,96.47,98.43,104.97,96.87,96.68,95.48,94.42,95.36,94.57,91.55,98.24,92.92,96.71,93.32,97.16,96.82,97.81,96.62,95.44,95.95,97.22,89.79,0.00,0.00,0.00
2020-04-01T00:00:00.000,100.43,102.91,95.96,,104.48,101.67,97.69,94.31,93.61,103.06,104.59,102.95,108.88,101.59,100.28,102.99,98.96,108.02,104.47,103.64,102.83,99.54,100.44,89.88,97.88,96.43,98.74,94.74,96.82,94.59,93.91,99.71,94.88,101.95,102.71,98.36,95.22,94.12,94.84,94.15,93.62,90.16,98.65,92.28,95.21,91.53,94.48,92.23,96.20,94.95,94.81,93.38,97.62,88.87,0.00,0.00,0.00
2020-03-01T00:00:00.000,96.41,97.81,93.87,,99.25,96.68,94.71,93.52,92.35,98.34,96.55,100.10,103.02,96.85,96.07,97.93,94.96,100.44,98.42,96.48,96.76,93.76,98.96,89.61,96.95,95.71,96.83,94.35,96.37,92.09,91.80,99.63,94.56,59.76,99.95,89.65,95.18,93.18,92.64,92.64,93.50,89.41,98.22,91.95,94.40,90.07,94.17,88.83,95.75,94.43,95.29,91.61,96.49,86.81,0.00,0.00,0.00
2020-02-01T00:00:00.000,96.01,97.34,93.60,,98.68,96.29,94.41,93.56,91.91,97.43,97.28,99.27,101.96,97.28,95.70,97.99,94.60,100.33,97.90,95.53,96.88,92.67,97.57,89.50,96.82,95.51,95.62,94.18,96.39,92.31,91.74,97.04,95.42,60.33,100.33,87.07,94.96,93.32,93.11,92.88,93.17,89.55,98.75,91.92,94.03,89.45,94.02,88.68,95.66,93.98,94.77,90.10,95.59,86.40,0.00,0.00,0.00
2020-01-01T00:00:00.000,96.18,97.69,93.45,,99.51,96.27,94.28,93.38,91.72,98.13,100.74,99.75,101.83,97.64,95.10,98.05,94.27,100.50,98.32,96.27,97.09,92.97,97.05,89.57,97.13,95.50,94.30,93.84,96.07,91.92,92.17,97.33,94.87,59.75,100.84,86.33,94.84,93.80,91.82,92.83,92.98,89.72,98.50,92.03,93.46,89.29,94.07,89.07,95.59,93.38,94.64,88.86,94.86,85.82,0.00,0.00,0.00
2019-12-01T00:00:00.000,96.25,97.77,93.50,,99.46,96.45,94.55,93.37,91.37,97.69,100.94,100.01,102.03,97.80,95.97,97.90,94.30,100.79,98.01,96.33,97.90,93.10,96.54,89.39,97.40,95.69,94.04,94.29,96.06,92.16,92.33,99.63,95.05,60.33,101.44,85.58,94.57,93.96,92.40,92.58,93.09,90.01,99.01,91.85,92.41,89.27,93.84,88.78,94.48,93.77,93.69,89.02,93.86,85.66,0.00,0.00,0.00
2019-11-01T00:00:00.000,96.47,98.23,93.30,,100.16,96.72,94.49,93.24,90.80,98.97,99.43,101.16,102.90,98.34,95.51,97.21,94.39,103.20,97.99,96.54,100.86,92.86,95.86,89.69,97.45,95.25,94.96,93.64,96.37,92.04,91.59,101.68,95.34,58.38,101.30,84.55,94.52,92.96,92.48,92.73,92.71,89.65,100.87,91.36,92.37,88.93,93.02,87.25,94.46,93.40,93.76,88.40,93.12,85.27,0.00,0.00,0.00
2019-10-01T00:00:00.000,96.51,98.25,93.36,,100.49,96.49,94.54,93.47,90.72,99.88,99.76,102.18,102.12,98.14,94.21,97.63,94.30,103.81,97.62,96.49,99.18,92.60,95.76,91.42,97.62,95.31,94.78,93.72,96.17,92.01,91.71,101.41,95.59,58.38,102.76,83.63,95.37,93.09,92.61,92.94,91.98,89.38,102.08,91.36,92.33,88.73,93.41,86.95,94.30,93.54,93.71,88.32,92.68,85.18,0.00,0.00,0.00
2019-09-01T00:00:00.000,96.66,98.48,93.38,,100.85,96.62,94.60,93.53,90.63,100.50,100.04,102.11,102.31,98.51,94.03,98.31,95.23,104.08,97.99,96.95,97.36,92.95,96.14,89.35,98.11,95.45,94.91,93.12,95.58,91.95,91.82,101.38,95.50,58.38,102.28,82.84,95.82,92.84,92.48,92.97,91.46,89.61,103.18,91.36,92.06,88.54,93.17,86.59,94.05,93.83,93.55,88.88,93.22,85.06,0.00,0.00,0.00
2019-08-01T00:00:00.000,97.01,99.11,93.19,,101.57,97.20,94.43,93.22,90.53,100.95,101.23,102.50,103.46,99.02,94.07,100.14,95.21,105.37,99.05,96.76,97.24,91.91,97.39,90.89,98.06,95.42,94.78,92.29,94.74,91.85,90.84,101.48,95.24,59.64,102.44,82.59,94.09,92.83,92.56,93.06,91.69,89.54,104.22,91.41,91.87,88.16,93.31,86.24,94.12,94.34,93.62,88.75,92.58,85.04,0.00,0.00,0.00
2019-07-01T00:00:00.000,96.56,98.48,93.08,,101.18,96.36,94.50,93.00,90.10,101.74,98.23,103.11,102.08,98.71,94.13,97.84,94.92,102.94,98.41,96.20,98.79,91.99,96.96,87.41,98.14,95.67,95.22,92.16,94.81,91.69,90.07,101.83,95.33,59.01,101.72,84.25,93.80,92.51,92.67,92.42,91.17,89.22,105.65,91.14,91.59,87.56,92.04,86.81,94.24,93.56,93.52,87.45,91.49,85.28,0.00,0.00,0.00
2019-06-01T00:00:00.000,95.54,97.08,92.75,,99.47,95.22,94.22,92.67,89.67,99.35,98.31,102.41,99.54,97.89,93.00,97.29,93.77,101.56,94.94,94.71,96.80,90.38,96.19,91.13,98.16,95.44,94.21,92.05,94.16,90.93,90.38,102.93,95.01,58.96,101.00,81.12,92.48,92.21,92.42,92.35,91.54,89.24,106.69,90.54,91.60,87.08,91.57,86.44,93.75,93.66,93.43,86.50,90.33,85.16,0.00,0.00,0.00
2019-05-01T00:00:00.000,95.09,96.63,92.32,,98.54,95.13,93.92,92.42,88.82,98.54,98.89,101.55,97.79,96.28,91.99,97.57,94.17,100.90,97.28,94.84,96.38,89.94,95.08,90.67,98.39,95.36,94.87,91.04,92.20,89.89,90.34,103.81,95.03,58.38,101.98,75.07,91.54,91.82,92.69,92.16,91.11,88.78,108.63,90.24,91.62,86.58,90.35,84.55,93.62,93.37,92.89,84.81,90.02,84.51,0.00,0.00,0.00
2019-04-01T00:00:00.000,95.34,97.27,91.85,,99.19,95.77,93.62,91.63,88.23,100.86,96.30,100.93,98.52,96.02,92.39,99.23,93.71,101.73,100.23,94.68,95.97,89.75,95.80,91.30,98.19,95.69,93.92,91.05,90.98,89.26,88.71,103.79,95.66,58.38,102.30,74.69,88.63,92.20,92.36,91.91,91.14,87.29,109.41,89.94,91.53,85.76,89.81,84.57,93.58,92.27,92.93,81.78,89.43,84.19,0.00,0.00,0.00
2019-03-01T00:00:00.000,95.22,97.22,91.58,,99.49,95.45,93.51,91.24,87.72,101.92,96.57,100.47,97.96,96.32,92.83,98.96,94.05,102.29,96.88,94.44,95.27,88.95,95.07,90.99,98.19,95.85,94.29,90.87,90.54,89.26,87.66,103.84,95.87,58.38,103.13,71.42,87.57,91.02,91.98,91.86,91.08,86.56,112.94,89.43,91.30,85.50,90.02,83.33,93.44,92.33,92.21,80.20,87.75,83.82,0.00,0.00,0.00
2019-02-01T00:00:00.000,94.06,95.59,91.29,,98.04,93.68,93.34,90.64,87.43,99.41,94.60,100.22,97.49,96.11,91.90,94.98,92.52,99.03,99.67,92.13,93.71,87.72,93.68,87.62,98.01,96.02,94.77,90.67,89.73,88.92,86.19,102.51,94.74,58.38,102.97,74.51,86.50,90.97,90.57,91.68,90.90,85.91,112.39,89.30,90.76,85.24,89.41,82.97,92.90,92.77,92.15,80.44,87.05,83.71,0.00,0.00,0.00
2019-01-01T00:00:00.000,92.72,93.49,91.31,,95.64,91.81,93.51,90.47,87.30,96.73,92.07,99.50,94.26,94.91,90.08,92.72,90.32,99.37,94.07,89.95,92.40,84.89,93.62,88.74,97.48,96.27,94.86,90.98,89.48,89.61,86.69,106.03,95.92,58.38,102.91,75.82,85.80,90.54,90.73,91.58,90.77,86.04,112.74,89.47,91.20,85.05,89.69,83.39,92.81,92.02,91.80,80.17,85.39,83.87,0.00,0.00,0.00
2018-12-01T00:00:00.000,90.67,90.36,91.24,,91.57,89.41,93.56,90.30,87.04,92.37,86.27,96.36,91.33,90.73,89.24,91.81,86.45,94.57,92.57,87.69,89.86,83.32,90.19,82.78,97.89,95.91,95.59,90.59,88.30,89.54,86.14,107.65,94.77,58.38,104.21,75.81,85.61,90.34,90.79,91.30,90.39,85.26,112.75,89.10,92.04,84.67,88.91,82.84,93.01,90.97,92.52,80.13,85.94,83.91,0.00,0.00,0.00
