codigoestacion,codigosensor,fechaobservacion,valorobservado,nombreestacion,departamento,municipio,zonahidrografica,latitud,longitud,descripcionsensor,unidadmedida
0021015502,0068,2019-02-20T16:10:00.000,22.35723,SAN AGUSTIN  - AUT,HUILA,SAN AGUSTÍN,ALTO MAGDALENA,1.851416667,-76.30433056,Temp Aire 2 m,°C
0021215501,0068,2017-12-03T12:05:00.000,26.5583,ESPERANZA LA  - AUT,TOLIMA,IBAGUÉ,ALTO MAGDALENA,4.45,-75.25,Temp Aire 2 m,°C
0026145508,0068,2017-02-27T08:30:00.000,16.6,SAN JOSE  - AUT,CALDAS,SAN JOSE,CAUCA,5.094972222,-75.79174722,Temp Aire 2 m,°C
0017017001,0068,2015-02-20T21:00:00.000,25.6,JHONNY CAY,SAN ANDRÉS PROVIDENCIA,SAN ANDRÉS,ISLAS CARIBE,12.599,-81.689,Temp Aire 2 m,°C
0021202240,0068,2012-12-09T16:50:00.000,18.51,UAN SEDE CIRCUNVALAR - FOPAE,BOGOTA D.C.,"BOGOTA, D.C",ALTO MAGDALENA,4.633,-74.05,Temp Aire 2 m,°C
0013095010,0068,2010-10-31T11:00:00.000,29.3,COVEÑAS - DIMAR,SUCRE,TOLÚ,CARIBE - LITORAL,9.383,-75.667,Temp Aire 2 m,°C
0026125501,0068,2018-01-06T07:00:00.000,16.2069,GENOVA  - AUT,QUINDÍO,GÉNOVA,CAUCA,4.204416667,-75.76866667,Temp Aire 2 m,°C
0021215170,0068,2008-03-12T07:00:00.000,15.3,LA MARTINICA,TOLIMA,IBAGUÉ,ALTO MAGDALENA,4.402,-75.229,Temp Aire 2 m,°C
0023125160,0068,2015-12-16T05:00:00.000,21.1,SAN PABLO DE BORBUR  - AUT,BOYACÁ,SAN PABLO DE BORBUR,MEDIO MAGDALENA,5.647027778,-74.07130556,Temp Aire 2 m,°C
0024035390,0068,2008-02-24T22:00:00.000,3.6,PARAMO ALMORZADERO  - AUT,SANTANDER,CERRITO,SOGAMOSO,6.945388889,-72.69633333,Temp Aire 2 m,°C
0052015501,0068,2019-08-11T17:55:00.000,23.20956,BALBOA  - AUT,CAUCA,BALBOA,PATÍA,2.125191667,-77.19266667,Temp Aire 2 m,°C
0023065160,0068,2019-01-11T14:50:00.000,24.731,ACOMODO EL,CUNDINAMARCA,LA VEGA,MEDIO MAGDALENA,5.017,-74.333,Temp Aire 2 m,°C
0026095320,0068,2012-11-18T09:00:00.000,24.2,EL VINCULO - AUT,VALLE DEL CAUCA,BUGA,CAUCA,3.834805556,-76.30000556,Temp Aire 2 m,°C
0021202240,0068,2013-10-14T00:00:00.000,13.73,UAN SEDE CIRCUNVALAR - FOPAE,BOGOTA D.C.,"BOGOTA, D.C",ALTO MAGDALENA,4.633,-74.05,Temp Aire 2 m,°C
0011115501,0068,2016-07-12T17:45:00.000,22.2,CAÑASGORDAS  - AUT,ANTIOQUIA,CAÑASGORDAS,ATRATO - DARIÉN,6.748275,-76.03155556,Temp Aire 2 m,°C
2120000106,0068,2019-01-03T13:59:00.000,10.72,GRAN BRETAÑA - AUT,BOGOTA D.C.,"BOGOTA, D.C",ALTO MAGDALENA,4.512,-74.164,Temp Aire 2 m,°C
0035025501,0068,2019-05-25T15:25:00.000,23.36059,QUETAME  - AUT,CUNDINAMARCA,QUETAME,META,4.297941667,-73.87238889,Temp Aire 2 m,°C
0023195240,0068,2019-06-03T18:00:00.000,29.1,AGUACHICA - AUT,CESAR,AGUACHICA,MEDIO MAGDALENA,8.123416667,-73.57986111,Temp Aire 2 m,°C
0026135501,0068,2018-12-19T12:45:00.000,31.10589,EL PILAMO  - AUT,RISARALDA,PEREIRA,CAUCA,4.868333333,-75.79333333,Temp Aire 2 m,°C
0023190130,0068,2019-07-24T07:00:00.000,16.5,TONA  - AUT,SANTANDER,TONA,MEDIO MAGDALENA,7.196111111,-72.97055556,Temp Aire 2 m,°C
0021195190,0068,2015-05-04T00:00:00.000,13.6,PASCA - AUT,CUNDINAMARCA,PASCA,ALTO MAGDALENA,4.310111111,-74.31175,Temp Aire 2 m,°C
0024015501,0068,2017-05-25T08:00:00.000,20.9,BERTHA  - AUT,BOYACÁ,MONIQUIRÁ,SOGAMOSO,5.882777778,-73.57333056,Temp Aire 2 m,°C
0021165501,0068,2017-03-10T20:05:00.000,19.2,DOLORES  - AUT,TOLIMA,DOLORES,ALTO MAGDALENA,3.537155556,-74.82982778,Temp Aire 2 m,°C
0021202170,0068,2011-07-19T14:45:00.000,17.7,SIERRA MORENA - FOPAE,BOGOTA D.C.,"BOGOTA, D.C",ALTO MAGDALENA,4.567,-74.167,Temp Aire 2 m,°C
0026255030,0068,2006-09-29T16:00:00.000,23.9,SANTA ISABEL VALDIVIA - AUT,ANTIOQUIA,VALDIVIA,CAUCA,7.157277778,-75.44222222,Temp Aire 2 m,°C
0035035110,0068,2016-07-29T10:00:00.000,24.7,SALINAS DE UPIN  - AUT,META,RESTREPO,META,4.273861111,-73.58686111,Temp Aire 2 m,°C
0026145508,0068,2018-04-28T10:25:00.000,17.90713,SAN JOSE  - AUT,CALDAS,SAN JOSE,CAUCA,5.094972222,-75.79174722,Temp Aire 2 m,°C
0026125507,0068,2017-06-27T04:25:00.000,17.85996,ARTURO GOMEZ  - AUT,VALLE DEL CAUCA,ALCALÁ,CAUCA,4.671388889,-75.77721944,Temp Aire 2 m,°C
0021201200,0068,2014-02-06T20:15:00.000,8.52,ESC LA UNION - FOPAE,BOGOTA D.C.,"BOGOTA, D.C",ALTO MAGDALENA,4.343,-74.184,Temp Aire 2 m,°C
0026065501,0068,2019-06-24T10:55:00.000,24.9455,JAMUNDI  - AUT,VALLE DEL CAUCA,JAMUNDÍ,CAUCA,3.215580556,-76.68021944,Temp Aire 2 m,°C
0021202230,0068,2015-11-24T17:40:00.000,15.9,UAN SEDE USME - FOPAE,BOGOTA D.C.,"BOGOTA, D.C",ALTO MAGDALENA,4.467,-74.117,Temp Aire 2 m,°C
0026085501,0068,2016-07-21T19:35:00.000,17.8,LA CELIA  - AUT,RISARALDA,LA CELIA,CAUCA,5.001330556,-75.998,Temp Aire 2 m,°C
0052015501,0068,2019-01-14T19:10:00.000,17.17896,BALBOA  - AUT,CAUCA,BALBOA,PATÍA,2.125191667,-77.19266667,Temp Aire 2 m,°C
0025025280,0068,2018-05-24T06:00:00.000,24.7,EL TESORO IDEAM  - AUT,SUCRE,MORROA,BAJO MAGDALENA- CAUCA -SAN JORGE,9.357083333,-75.28925,Temp Aire 2 m,°C
0021165501,0068,2018-12-21T21:20:00.000,16.95631,DOLORES  - AUT,TOLIMA,DOLORES,ALTO MAGDALENA,3.537155556,-74.82982778,Temp Aire 2 m,°C
0022025501,0068,2016-06-04T11:25:00.000,24.7,ATACO  - AUT,TOLIMA,ATACO,SALDAÑA,3.416666667,-75.63305556,Temp Aire 2 m,°C
0026125504,0068,2017-08-18T02:10:00.000,19.04118,PARAGUAICITO  - AUT,QUINDÍO,BUENAVISTA,CAUCA,4.395555556,-75.73416667,Temp Aire 2 m,°C
0026155505,0068,2018-05-16T13:50:00.000,27.02794,GRANJA LUKER  - AUT,CALDAS,PALESTINA,CAUCA,5.070275,-75.68555278,Temp Aire 2 m,°C
0024035430,0068,2016-03-25T20:00:00.000,13.8,TUNGUAVITA - AUT,BOYACÁ,PAIPA,SOGAMOSO,5.745916667,-73.11636111,Temp Aire 2 m,°C
0013095010,0068,2008-12-21T14:00:00.000,29.6,COVEÑAS - DIMAR,SUCRE,TOLÚ,CARIBE - LITORAL,9.383,-75.667,Temp Aire 2 m,°C
0021215501,0068,2017-07-15T02:25:00.000,18.13366,ESPERANZA LA  - AUT,TOLIMA,IBAGUÉ,ALTO MAGDALENA,4.45,-75.25,Temp Aire 2 m,°C
0024055080,0068,2006-07-14T07:00:00.000,25.2,VIZCAINA LA LIZAMA  - AUT,SANTANDER,BARRANCABERMEJA,SOGAMOSO,6.982972222,-73.70488889,Temp Aire 2 m,°C
0021206780,0068,2012-03-06T10:30:00.000,19.5,LA INDEPENDENCIA FOPAE Fuera de Servicio,BOGOTA D.C.,"BOGOTA, D.C",ALTO MAGDALENA,4.617,-74.317,Temp Aire 2 m,°C
2120000105,0068,2019-03-16T12:27:00.000,17.1,EL CODITO - AUT,BOGOTA D.C.,"BOGOTA, D.C",ALTO MAGDALENA,4.763,-74.022,Temp Aire 2 m,°C
0025025350,0068,2017-10-09T04:00:00.000,24.5,PUERTA ROJA - AUT,SUCRE,SINCELEJO,BAJO MAGDALENA- CAUCA -SAN JORGE,9.316388889,-75.3875,Temp Aire 2 m,°C
2120000107,0068,2019-07-26T17:35:00.000,13.61,LA FISCALA - AUT,BOGOTA D.C.,"BOGOTA, D.C",ALTO MAGDALENA,4.536,-74.106,Temp Aire 2 m,°C
0021165502,0068,2017-09-26T09:25:00.000,22.75627,VILLARICA  - AUT,TOLIMA,VILLARRICA,ALTO MAGDALENA,3.955641667,-74.59178611,Temp Aire 2 m,°C
0026145504,0068,2018-08-28T05:05:00.000,15.0491,OSPIRMA  - AUT,RISARALDA,GUÁTICA,CAUCA,5.325552778,-75.812775,Temp Aire 2 m,°C
0021202220,0068,2013-05-19T07:50:00.000,22.6,PARAISO - FOPAE,BOGOTA D.C.,"BOGOTA, D.C",ALTO MAGDALENA,4.617,-74.05,Temp Aire 2 m,°C
0021045501,0068,2018-08-05T14:05:00.000,23.81326,OPORAPA  - AUT,HUILA,OPORAPA,ALTO MAGDALENA,2.041941667,-76.01191667,Temp Aire 2 m,°C
0052055501,0068,2018-10-05T05:00:00.000,14.95961,OSPINA PEREZ  - AUT,NARIÑO,CONSACÁ,PATÍA,1.254722222,-77.48777778,Temp Aire 2 m,°C
0021202180,0068,2015-12-17T00:50:00.000,13.6,QUIBA - FOPAE,BOGOTA D.C.,"BOGOTA, D.C",ALTO MAGDALENA,4.543,-74.156,Temp Aire 2 m,°C
0016015502,0068,2019-05-09T06:15:00.000,18.73558,BLONAY  - AUT,NORTE DE SANTANDER,CHINÁCOTA,CATATUMBO,7.564997222,-72.62110833,Temp Aire 2 m,°C
0021202230,0068,2014-06-01T20:50:00.000,15.4,UAN SEDE USME - FOPAE,BOGOTA D.C.,"BOGOTA, D.C",ALTO MAGDALENA,4.467,-74.117,Temp Aire 2 m,°C
0052055220,0068,2014-04-22T17:00:00.000,15.5,EL PARAISO - AUT,NARIÑO,TÚQUERRES,PATÍA,1.070611111,-77.63688889,Temp Aire 2 m,°C
0026255030,0068,2005-05-18T09:00:00.000,25.8,SANTA ISABEL VALDIVIA - AUT,ANTIOQUIA,VALDIVIA,CAUCA,7.157277778,-75.44222222,Temp Aire 2 m,°C
0035027510,0068,2011-05-16T15:00:00.000,15.6,CALOSTROS BAJO - AUT,CUNDINAMARCA,LA CALERA,META,4.6645,-73.863083333,Temp Aire 2 m,°C
