codigoestacion,codigosensor,fechaobservacion,valorobservado,nombreestacion,departamento,municipio,zonahidrografica,latitud,longitud,descripcionsensor,unidadmedida,valorobservado_lag_1,valorobservado_lag_2,valorobservado_lag_7,valorobservado_rolling_mean_7,valorobservado_rolling_std_7,valorobservado_rolling_mean_14,valorobservado_rolling_std_14,sin_mes,cos_mes,sin_dia_ano,cos_dia_ano,sin_dia_semana,cos_dia_semana
2604500134,240,2020-03-11 09:00:00,0.0,TORIBIO ALERTAS   TORIBIO - AUT,CAUCA,TORIBÍO,CAUCA,2.952388889,-76.262083333,Precipitacion,mm,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,6.123233995736766e-17,0.9395699859530622,0.342356891994542,0.9749279121818236,-0.22252093395631434
37027010,240,2020-03-11 09:10:00,0.0,PEÑA DE LOS MICOS - AUT,NORTE DE SANTANDER,TOLEDO,ARAUCA,7.196972222,-72.42477778,Precipitacion,mm,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,6.123233995736766e-17,0.9395699859530622,0.342356891994542,0.9749279121818236,-0.22252093395631434
21197080,240,2020-03-11 09:20:00,0.0,BONANZA LA HACIENDA  - AUT,CUNDINAMARCA,SILVANIA,ALTO MAGDALENA,4.400027778,-74.36358333,Precipitacion,mm,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,6.123233995736766e-17,0.9395699859530622,0.342356891994542,0.9749279121818236,-0.22252093395631434
25025380,240,2020-03-11 09:20:00,0.0,SAN BENITO ABAD - LA MOJANA TX GPRS/GOES,SUCRE,SAN BENITO ABAD,BAJO MAGDALENA- CAUCA -SAN JORGE,9.164,-75.045,Precipitacion,mm,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,6.123233995736766e-17,0.9395699859530622,0.342356891994542,0.9749279121818236,-0.22252093395631434
23025502,240,2020-03-11 09:30:00,0.0,ALMACAFE LETRAS  - AUT,CALDAS,MANIZALES,MEDIO MAGDALENA,5.044997222,-75.33221944,Precipitacion,mm,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,6.123233995736766e-17,0.9395699859530622,0.342356891994542,0.9749279121818236,-0.22252093395631434
25025000,240,2020-03-11 09:30:00,0.0,EL DIFICIL - AUT,MAGDALENA,ARIGUANÍ (EL DIFICIL),CESAR,9.911972222,-74.08580556,Precipitacion,mm,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,6.123233995736766e-17,0.9395699859530622,0.342356891994542,0.9749279121818236,-0.22252093395631434
28025502,240,2020-03-11 09:30:00,0.0,APTO ALFONSO LOPEZ,CESAR,VALLEDUPAR,CESAR,10.436,-73.248,Precipitacion,mm,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,6.123233995736766e-17,0.9395699859530622,0.342356891994542,0.9749279121818236,-0.22252093395631434
37057020,240,2020-03-11 09:30:00,0.0,ALCARAVAN  AUT,ARAUCA,ARAUQUITA,ARAUCA,7.035,-71.41638889,Precipitacion,mm,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,6.123233995736766e-17,0.9395699859530622,0.342356891994542,0.9749279121818236,-0.22252093395631434
23065502,240,2020-03-11 09:30:00,0.0,LA PALMA  - AUT,CUNDINAMARCA,LA PALMA,MEDIO MAGDALENA,5.330266667,-74.40156111,Precipitacion,mm,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,6.123233995736766e-17,0.9395699859530622,0.342356891994542,0.9749279121818236,-0.22252093395631434
21057050,240,2020-03-11 09:40:00,0.0,VEGA EL SALADO  - AUT,HUILA,LA PLATA,ALTO MAGDALENA,2.331444444,-75.94216667,Precipitacion,mm,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,6.123233995736766e-17,0.9395699859530622,0.342356891994542,0.9749279121818236,-0.22252093395631434
29035080,240,2020-03-11 09:40:00,0.0,NORMAL MANATI  - AUT,ATLANTICO,MANATÍ,BAJO MAGDALENA,10.45358333,-74.95463889,Precipitacion,mm,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,6.123233995736766e-17,0.9395699859530622,0.342356891994542,0.9749279121818236,-0.22252093395631434
21015040,240,2020-03-11 09:50:00,0.0,LA PRIMAVERA - AUT,HUILA,SALADOBLANCO,ALTO MAGDALENA,2.021583333,-76.11433333,Precipitacion,mm,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,6.123233995736766e-17,0.9395699859530622,0.342356891994542,0.9749279121818236,-0.22252093395631434
21015060,240,2020-03-11 09:50:00,0.0,MARENGO  - AUT,HUILA,PITALITO,ALTO MAGDALENA,2.221111111,-76.11888889,Precipitacion,mm,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,6.123233995736766e-17,0.9395699859530622,0.342356891994542,0.9749279121818236,-0.22252093395631434
2633700150,240,2020-03-11 10:10:00,0.0,GUAYABAL - AUT,VALLE DEL CAUCA,BUGA,CAUCA,3.894569444,-76.347022222,Precipitacion,mm,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,6.123233995736766e-17,0.9395699859530622,0.342356891994542,0.9749279121818236,-0.22252093395631434
15015060,240,2020-03-11 10:10:00,0.0,SAN LORENZO  - AUT,MAGDALENA,SANTA MARTA,CARIBE - GUAJIRA,11.11108333,-74.05469444,Precipitacion,mm,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,6.123233995736766e-17,0.9395699859530622,0.342356891994542,0.9749279121818236,-0.22252093395631434
26187040,240,2020-03-11 10:20:00,0.0,QUITASUENO  - AUT,CALDAS,AGUADAS,CAUCA,5.721138889,-75.55258333,Precipitacion,mm,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,6.123233995736766e-17,0.9395699859530622,0.342356891994542,0.9749279121818236,-0.22252093395631434
56015010,240,2020-03-11 10:20:00,0.0,PR CHOCO: PANAMERICANA,CHOCÓ,BAHÍA SOLANO (MUTIS),PACÍFICO - DIRECTOS,6.223,-77.404,Precipitacion,mm,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,6.123233995736766e-17,0.9395699859530622,0.342356891994542,0.9749279121818236,-0.22252093395631434
11057020,240,2020-03-11 10:30:00,0.0,SAN ANTONIO PADUA  - AUT,ANTIOQUIA,VIGIA DEL FUERTE,ATRATO - DARIÉN,6.286666667,-76.76180556,Precipitacion,mm,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,6.123233995736766e-17,0.9395699859530622,0.342356891994542,0.9749279121818236,-0.22252093395631434
26085501,240,2020-03-11 10:40:00,0.0,LA CELIA  - AUT,RISARALDA,LA CELIA,CAUCA,5.001330556,-75.998,Precipitacion,mm,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,6.123233995736766e-17,0.9395699859530622,0.342356891994542,0.9749279121818236,-0.22252093395631434
25017030,240,2020-03-11 10:40:00,0.0,PICA PICA  - AUT,CORDOBA,MONTELÍBANO,BAJO MAGDALENA- CAUCA -SAN JORGE,8.030277778,-75.68027778,Precipitacion,mm,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,6.123233995736766e-17,0.9395699859530622,0.342356891994542,0.9749279121818236,-0.22252093395631434
21055501,240,2020-03-11 11:00:00,0.0,SIMON CAMPOS  - AUT,HUILA,LA PLATA,ALTO MAGDALENA,2.345830556,-75.87805556,Precipitacion,mm,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,6.123233995736766e-17,0.9395699859530622,0.342356891994542,0.9749279121818236,-0.22252093395631434
26237040,240,2020-03-11 11:00:00,0.0,PTO VALDIVIA,ANTIOQUIA,VALDIVIA,CAUCA,7.287,-75.396,Precipitacion,mm,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,6.123233995736766e-17,0.9395699859530622,0.342356891994542,0.9749279121818236,-0.22252093395631434
25020440,240,2020-03-11 11:20:00,0.0,SAN PEDRO - LA MOJANA TX GPRS/GOES,SUCRE,SAN PEDRO,BAJO MAGDALENA- CAUCA -SAN JORGE,9.402,-75.016,Precipitacion,mm,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,6.123233995736766e-17,0.9395699859530622,0.342356891994542,0.9749279121818236,-0.22252093395631434
26135330,240,2020-03-11 11:30:00,0.0,LA LAGUNA DEL OTUN  - AUT,RISARALDA,PEREIRA,CAUCA,4.776361111,-75.4125,Precipitacion,mm,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,6.123233995736766e-17,0.9395699859530622,0.342356891994542,0.9749279121818236,-0.22252093395631434
26125300,240,2020-03-11 11:30:00,0.0,CALARCA - AUT,QUINDÍO,CALARCÁ,CAUCA,4.528305556,-75.59638889,Precipitacion,mm,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,6.123233995736766e-17,0.9395699859530622,0.342356891994542,0.9749279121818236,-0.22252093395631434
52057050,240,2020-03-11 11:40:00,0.0,SAN PEDRO  - AUT,NARIÑO,LINARES,PATÍA,1.383,-77.48227778,Precipitacion,mm,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,6.123233995736766e-17,0.9395699859530622,0.342356891994542,0.9749279121818236,-0.22252093395631434
23195240,240,2020-03-11 11:50:00,0.0,AGUACHICA - AUT,CESAR,AGUACHICA,MEDIO MAGDALENA,8.123416667,-73.57986111,Precipitacion,mm,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,6.123233995736766e-17,0.9395699859530622,0.342356891994542,0.9749279121818236,-0.22252093395631434
26247010,240,2020-03-11 12:00:00,0.0,PALMIRA HACIENDA  - AUT,ANTIOQUIA,CÁCERES,CAUCA,7.796777778,-75.37252778,Precipitacion,mm,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,6.123233995736766e-17,0.9395699859530622,0.342356891994542,0.9749279121818236,-0.22252093395631434
3519700092,240,2020-03-11 12:10:00,0.0,MANI - AUT,CASANARE,MANI,META,4.816419444,-72.30865,Precipitacion,mm,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,6.123233995736766e-17,0.9395699859530622,0.342356891994542,0.9749279121818236,-0.22252093395631434
2120700146,240,2020-03-11 12:10:00,0.0,UNIVERSIDAD DE LA SABANA - AUT,CUNDINAMARCA,CHÍA,ALTO MAGDALENA,4.85475,-74.04,Precipitacion,mm,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,6.123233995736766e-17,0.9395699859530622,0.342356891994542,0.9749279121818236,-0.22252093395631434
16015502,240,2020-03-11 12:10:00,0.0,BLONAY  - AUT,NORTE DE SANTANDER,CHINÁCOTA,CATATUMBO,7.564997222,-72.62110833,Precipitacion,mm,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,6.123233995736766e-17,0.9395699859530622,0.342356891994542,0.9749279121818236,-0.22252093395631434
23065501,240,2020-03-11 12:10:00,0.0,PACHO  - AUT,CUNDINAMARCA,PACHO,MEDIO MAGDALENA,5.129127778,-74.15769722,Precipitacion,mm,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,6.123233995736766e-17,0.9395699859530622,0.342356891994542,0.9749279121818236,-0.22252093395631434
26145503,240,2020-03-11 12:20:00,0.0,ANSERMA  - AUT,CALDAS,ANSERMA,CAUCA,5.231330556,-75.77961667,Precipitacion,mm,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,6.123233995736766e-17,0.9395699859530622,0.342356891994542,0.9749279121818236,-0.22252093395631434
15035020,240,2020-03-11 12:30:00,0.0,TERMOGUAJIRA  - AUT,LA GUAJIRA,DIBULLA,CARIBE - GUAJIRA,11.2525,-73.41138889,Precipitacion,mm,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,6.123233995736766e-17,0.9395699859530622,0.342356891994542,0.9749279121818236,-0.22252093395631434
21165502,240,2020-03-11 12:35:00,0.0,VILLARICA  - AUT,TOLIMA,VILLARRICA,ALTO MAGDALENA,3.955641667,-74.59178611,Precipitacion,mm,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,6.123233995736766e-17,0.9395699859530622,0.342356891994542,0.9749279121818236,-0.22252093395631434
35215030,240,2020-03-11 12:50:00,0.0,PERENCO: PISBA,BOYACÁ,PISVA,META,5.721,-72.488,Precipitacion,mm,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,6.123233995736766e-17,0.9395699859530622,0.342356891994542,0.9749279121818236,-0.22252093395631434
1602500110,240,2020-03-11 13:00:00,0.0,ARBOLEDAS - AUT,NORTE DE SANTANDER,ARBOLEDAS,CATATUMBO,7.645111111,-72.799169444,Precipitacion,mm,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,6.123233995736766e-17,0.9395699859530622,0.342356891994542,0.9749279121818236,-0.22252093395631434
11080010,240,2020-03-11 13:10:00,0.0,PR CHOCO: BELLAVISTA,CHOCÓ,BOJAYÁ (BELLAVISTA),ATRATO - DARIÉN,6.559,-76.885,Precipitacion,mm,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,6.123233995736766e-17,0.9395699859530622,0.342356891994542,0.9749279121818236,-0.22252093395631434
26155220,240,2020-03-11 13:10:00,0.0,VILLAMARIA - AUT,CALDAS,VILLAMARIA,CAUCA,5.048666667,-75.51388889,Precipitacion,mm,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,6.123233995736766e-17,0.9395699859530622,0.342356891994542,0.9749279121818236,-0.22252093395631434
26175501,240,2020-03-11 13:15:00,0.0,RAFAEL ESCOBAR  - AUT,CALDAS,SUPIA,CAUCA,5.45,-75.63305556,Precipitacion,mm,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,6.123233995736766e-17,0.9395699859530622,0.342356891994542,0.9749279121818236,-0.22252093395631434
1602500110,240,2020-03-11 13:20:00,0.0,ARBOLEDAS - AUT,NORTE DE SANTANDER,ARBOLEDAS,CATATUMBO,7.645111111,-72.799169444,Precipitacion,mm,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,6.123233995736766e-17,0.9395699859530622,0.342356891994542,0.9749279121818236,-0.22252093395631434
26125710,240,2020-03-11 13:30:00,0.0,APTO MATECAÑA TX GPS/GOES,RISARALDA,PEREIRA,CAUCA,4.813,-75.74,Precipitacion,mm,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,6.123233995736766e-17,0.9395699859530622,0.342356891994542,0.9749279121818236,-0.22252093395631434
21115170,240,2020-03-11 13:30:00,0.0,LA PLATA - AUT,HUILA,NEIVA,ALTO MAGDALENA,2.759138889,-75.07455556,Precipitacion,mm,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,6.123233995736766e-17,0.9395699859530622,0.342356891994542,0.9749279121818236,-0.22252093395631434
23125501,240,2020-03-11 13:35:00,0.0,PAUNA  - AUT,BOYACÁ,PAUNA,MEDIO MAGDALENA,5.657130556,-73.96032778,Precipitacion,mm,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,6.123233995736766e-17,0.9395699859530622,0.342356891994542,0.9749279121818236,-0.22252093395631434
1206500136,240,2020-03-11 13:40:00,0.0,UNIVERSIDAD UNAD CARTAGENA - AUT,BOLIVAR,CARTAGENA DE INDIAS,CARIBE - LITORAL,10.400311111,-75.513280556,Precipitacion,mm,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,6.123233995736766e-17,0.9395699859530622,0.342356891994542,0.9749279121818236,-0.22252093395631434
23195502,240,2020-03-11 13:40:00,0.0,APTO PALONEGRO,SANTANDER,LEBRIJA,MEDIO MAGDALENA,7.121,-73.185,Precipitacion,mm,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,6.123233995736766e-17,0.9395699859530622,0.342356891994542,0.9749279121818236,-0.22252093395631434
21195501,240,2020-03-11 13:45:00,0.0,GRANJA TIBACUY  - AUT,CUNDINAMARCA,TIBACUY,ALTO MAGDALENA,4.363052778,-74.43527778,Precipitacion,mm,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,6.123233995736766e-17,0.9395699859530622,0.342356891994542,0.9749279121818236,-0.22252093395631434
23065502,240,2020-03-11 13:50:00,0.0,LA PALMA  - AUT,CUNDINAMARCA,LA PALMA,MEDIO MAGDALENA,5.330266667,-74.40156111,Precipitacion,mm,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,6.123233995736766e-17,0.9395699859530622,0.342356891994542,0.9749279121818236,-0.22252093395631434
14019030,240,2020-03-11 14:20:00,0.0,CC DIQUE: CIOH,BOLÍVAR,CARTAGENA DE INDIAS,CARIBE - LITORAL,10.391,-75.534,Precipitacion,mm,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,6.123233995736766e-17,0.9395699859530622,0.342356891994542,0.9749279121818236,-0.22252093395631434
35215020,240,2020-03-11 14:20:00,0.0,APTO YOPAL,CASANARE,YOPAL,META,5.32,-72.388,Precipitacion,mm,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,6.123233995736766e-17,0.9395699859530622,0.342356891994542,0.9749279121818236,-0.22252093395631434
21055070,240,2020-03-11 14:30:00,0.0,INZA - AUT,CAUCA,INZÁ,ALTO MAGDALENA,2.548194444,-76.06394444,Precipitacion,mm,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,6.123233995736766e-17,0.9395699859530622,0.342356891994542,0.9749279121818236,-0.22252093395631434
26075501,240,2020-03-11 14:30:00,0.0,FLORIDA  - AUT,VALLE DEL CAUCA,FLORIDA,CAUCA,3.291469444,-76.17735833,Precipitacion,mm,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,6.123233995736766e-17,0.9395699859530622,0.342356891994542,0.9749279121818236,-0.22252093395631434
2403500084,240,2020-03-11 14:30:00,0.0,MONGUA - AUT,BOYACÁ,MONGUA,SOGAMOSO,5.758019444,-72.79485,Precipitacion,mm,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,6.123233995736766e-17,0.9395699859530622,0.342356891994542,0.9749279121818236,-0.22252093395631434
2603500127,240,2020-03-11 14:30:00,0.0,REMOLINO ALERTAS - EL VOLCAN - AUT,CAUCA,EL TAMBO,CAUCA,2.542913889,-76.852061111,Precipitacion,mm,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,6.123233995736766e-17,0.9395699859530622,0.342356891994542,0.9749279121818236,-0.22252093395631434
22077050,240,2020-03-11 14:40:00,0.0,PIJAITO  - AUT,TOLIMA,ROVIRA,SALDAÑA,4.150388889,-75.306,Precipitacion,mm,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,6.123233995736766e-17,0.9395699859530622,0.342356891994542,0.9749279121818236,-0.22252093395631434
29067150,240,2020-03-11 14:40:00,0.0,GANADERIA CARIBE  - AUT,MAGDALENA,ARACATACA,BAJO MAGDALENA,10.57491667,-74.12666667,Precipitacion,mm,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,6.123233995736766e-17,0.9395699859530622,0.342356891994542,0.9749279121818236,-0.22252093395631434
35035110,240,2020-03-11 14:40:00,0.0,SALINAS DE UPIN  - AUT,META,RESTREPO,META,4.273861111,-73.58686111,Precipitacion,mm,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,6.123233995736766e-17,0.9395699859530622,0.342356891994542,0.9749279121818236,-0.22252093395631434
21160260,240,2020-03-11 14:50:00,0.0,PUERTO LLERAS TOLIMA  - AUT,TOLIMA,VILLARRICA,ALTO MAGDALENA,3.839777778,-74.68830556,Precipitacion,mm,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,6.123233995736766e-17,0.9395699859530622,0.342356891994542,0.9749279121818236,-0.22252093395631434
21205502,240,2020-03-11 15:00:00,0.0,MISIONES  - AUT,CUNDINAMARCA,EL COLEGIO,ALTO MAGDALENA,4.544997222,-74.44055556,Precipitacion,mm,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,6.123233995736766e-17,0.9395699859530622,0.342356891994542,0.9749279121818236,-0.22252093395631434
54077210,240,2020-03-11 15:00:00,0.0,JUANCHACO - AUT,VALLE DEL CAUCA,BUENAVENTURA,SAN JUÁN,3.925147222,-77.34900556,Precipitacion,mm,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,6.123233995736766e-17,0.9395699859530622,0.342356891994542,0.9749279121818236,-0.22252093395631434
26145505,240,2020-03-11 15:00:00,0.0,LA FLORESTA  - AUT,CALDAS,BELALCAZAR,CAUCA,4.979219444,-75.83555556,Precipitacion,mm,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,6.123233995736766e-17,0.9395699859530622,0.342356891994542,0.9749279121818236,-0.22252093395631434
26167070,240,2020-03-11 15:20:00,0.0,IRRA  - AUT,CALDAS,NEIRA,CAUCA,5.268305556,-75.66419444,Precipitacion,mm,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,6.123233995736766e-17,0.9395699859530622,0.342356891994542,0.9749279121818236,-0.22252093395631434
24030680,240,2020-03-11 15:20:00,0.0,EL PARAMO - AUT,SANTANDER,CARCASÍ,SOGAMOSO,6.653333333,-72.59083333,Precipitacion,mm,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,6.123233995736766e-17,0.9395699859530622,0.342356891994542,0.9749279121818236,-0.22252093395631434
21097070,240,2020-03-11 15:20:00,0.0,PTE SANTANDER - TX GPRS,HUILA,NEIVA,ALTO MAGDALENA,2.943,-75.309,Precipitacion,mm,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,6.123233995736766e-17,0.9395699859530622,0.342356891994542,0.9749279121818236,-0.22252093395631434
54057010,240,2020-03-11 15:40:00,0.0,NOANAMA ASERRIO,CHOCO,MEDIO SAN JUAN,SAN JUÁN,4.673,-76.933,Precipitacion,mm,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,6.123233995736766e-17,0.9395699859530622,0.342356891994542,0.9749279121818236,-0.22252093395631434
44017070,240,2020-03-11 15:40:00,0.0,SANTA ROSA  - AUT,CAUCA,SANTA ROSA,CAQUETÁ,1.705,-76.56222222,Precipitacion,mm,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,6.123233995736766e-17,0.9395699859530622,0.342356891994542,0.9749279121818236,-0.22252093395631434
2805500075,240,2020-03-11 15:50:00,0.0,CURUMANÍ - AUT,CESAR,CURUMANÍ,CESAR,9.238138889,-73.512916667,Precipitacion,mm,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,6.123233995736766e-17,0.9395699859530622,0.342356891994542,0.9749279121818236,-0.22252093395631434
26155150,240,2020-03-11 15:50:00,0.0,LAS BRISAS - AUT,CALDAS,VILLAMARIA,MEDIO MAGDALENA,4.934527778,-75.35038889,Precipitacion,mm,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,6.123233995736766e-17,0.9395699859530622,0.342356891994542,0.9749279121818236,-0.22252093395631434
25025350,240,2020-03-11 16:00:00,0.0,PUERTA ROJA - AUT,SUCRE,SINCELEJO,BAJO MAGDALENA- CAUCA -SAN JORGE,9.316388889,-75.3875,Precipitacion,mm,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,6.123233995736766e-17,0.9395699859530622,0.342356891994542,0.9749279121818236,-0.22252093395631434
21137050,240,2020-03-11 16:10:00,0.0,RIO ANGOSTURA  - AUT,TOLIMA,NATAGAIMA,ALTO MAGDALENA,3.443194444,-75.11880556,Precipitacion,mm,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,6.123233995736766e-17,0.9395699859530622,0.342356891994542,0.9749279121818236,-0.22252093395631434
35235040,240,2020-03-11 16:20:00,0.0,PERENCO - TRINIDAD METEO,CASANARE,TRINIDAD,<nil>,5.419,-71.666,Precipitacion,mm,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,6.123233995736766e-17,0.9395699859530622,0.342356891994542,0.9749279121818236,-0.22252093395631434
44017120,240,2020-03-11 16:20:00,0.0,PIEDRA LISA II  - AUT,PUTUMAYO,MOCOA,CAQUETÁ,1.213611111,-76.66102778,Precipitacion,mm,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,6.123233995736766e-17,0.9395699859530622,0.342356891994542,0.9749279121818236,-0.22252093395631434
35217060,240,2020-03-11 16:30:00,0.0,PERENCO: EL PLAYON,CASANARE,NUNCHÍA,META,5.54,-72.232,Precipitacion,mm,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,6.123233995736766e-17,0.9395699859530622,0.342356891994542,0.9749279121818236,-0.22252093395631434
16025503,240,2020-03-11 16:40:00,0.4,GRAMALOTE  - AUT,NORTE DE SANTANDER,GRAMALOTE,CATATUMBO,7.923163889,-72.83375556,Precipitacion,mm,0.0,0.0,0.0,0.05714285714285715,0.15118578920369088,0.028571428571428564,0.10690449676496976,1.0,6.123233995736766e-17,0.9395699859530622,0.342356891994542,0.9749279121818236,-0.22252093395631434
53115501,240,2020-03-11 16:40:00,0.0,DAGUA  - AUT,VALLE DEL CAUCA,DAGUA,TAPAJE - DAGUA - DIRECTOS,3.610441667,-76.63785833,Precipitacion,mm,0.4,0.0,0.0,0.05714285714285715,0.15118578920369088,0.028571428571428564,0.10690449676496976,1.0,6.123233995736766e-17,0.9395699859530622,0.342356891994542,0.9749279121818236,-0.22252093395631434
26195502,240,2020-03-11 17:00:00,0.0,CIUDAD BOLIVAR  - AUT,ANTIOQUIA,CIUDAD BOLÍVAR,CAUCA,5.868666667,-75.99044167,Precipitacion,mm,0.0,0.4,0.0,0.05714285714285715,0.15118578920369088,0.028571428571428564,0.10690449676496976,1.0,6.123233995736766e-17,0.9395699859530622,0.342356891994542,0.9749279121818236,-0.22252093395631434
26155170,240,2020-03-11 17:00:00,0.0,TESORITO FINCA  - AUT,CALDAS,MANIZALES,CAUCA,5.032222222,-75.43833333,Precipitacion,mm,0.0,0.0,0.0,0.05714285714285715,0.15118578920369088,0.028571428571428564,0.10690449676496976,1.0,6.123233995736766e-17,0.9395699859530622,0.342356891994542,0.9749279121818236,-0.22252093395631434
26185501,240,2020-03-11 17:10:00,0.0,SONSON  - AUT,ANTIOQUIA,SONSÓN,CAUCA,5.677719444,-75.34780556,Precipitacion,mm,0.0,0.0,0.0,0.05714285714285715,0.15118578920369088,0.028571428571428564,0.10690449676496976,1.0,6.123233995736766e-17,0.9395699859530622,0.342356891994542,0.9749279121818236,-0.22252093395631434
24035370,240,2020-03-11 17:10:00,0.0,EL ESPINO - AUT,BOYACÁ,EL ESPINO,SOGAMOSO,6.506722222,-72.45266667,Precipitacion,mm,0.0,0.0,0.0,0.05714285714285715,0.15118578920369088,0.028571428571428564,0.10690449676496976,1.0,6.123233995736766e-17,0.9395699859530622,0.342356891994542,0.9749279121818236,-0.22252093395631434
22057060,240,2020-03-11 17:10:00,0.0,LA MURALLA - AUT,TOLIMA,ATACO,SALDAÑA,3.481361111,-75.46697222,Precipitacion,mm,0.0,0.0,0.0,0.05714285714285715,0.15118578920369088,0.028571428571428564,0.10690449676496976,1.0,6.123233995736766e-17,0.9395699859530622,0.342356891994542,0.9749279121818236,-0.22252093395631434
52055210,240,2020-03-11 17:30:00,0.0,BOTANA - AUT,NARIÑO,PASTO,PATÍA,1.16,-77.27880556,Precipitacion,mm,0.0,0.0,0.4,0.0,0.0,0.028571428571428564,0.10690449676496976,1.0,6.123233995736766e-17,0.9395699859530622,0.342356891994542,0.9749279121818236,-0.22252093395631434
15035020,240,2020-03-11 17:40:00,0.0,TERMOGUAJIRA  - AUT,LA GUAJIRA,DIBULLA,CARIBE - GUAJIRA,11.2525,-73.41138889,Precipitacion,mm,0.0,0.0,0.0,0.0,0.0,0.028571428571428564,0.10690449676496976,1.0,6.123233995736766e-17,0.9395699859530622,0.342356891994542,0.9749279121818236,-0.22252093395631434
